Gene	TSS	Coverage
NPNT	chr4_106816596	5.82686179549
ZNF559	chr19_9434447	3.59077420919
HIST1H4I	chr6_27107087	6.42310181362
NPR1	chr1_153651163	6.05092433373
EIF4A3	chr17_78120982	3.72302818453
GPR161	chr1_168105674	4.96809082489
PRRT3	chr3_9994078	5.64264468864
FBXO36	chr2_230787206	3.54594273564
ZCCHC24	chr10_81205383	3.57063328933
TOP1MT	chr8_144417061	5.8776441289
CEACAM5	chr19_42212503	6.80148061463
C1orf198	chr1_231004302	4.74742444125
KIF16B	chr20_16554079	4.43405509309
SH2D3C	chr9_130541048	6.72661516957
S100A5	chr1_153514241	7.20687410684
RHOBTB3	chr5_95066849	4.54668850445
RPL10L	chr14_47121028	7.32421050726
PPIP5K2	chr5_102455957	3.34948024121
CDT1	chr16_88870185	3.22520227331
EPRS	chr1_220220000	3.88954944174
SPATS2L	chr2_201170603	5.99862902801
HSF2	chr6_122720695	3.69189401917
KIAA1033	chr12_105501491	4.14254602797
GUF1	chr4_44680432	5.26348937773
GPD2	chr2_157292899	5.37966088479
GBGT1	chr9_136039332	6.41820889418
MAGI2	chr7_79082890	5.83514371763
TMEFF2	chr2_193059659	7.46561996794
IL1A	chr2_113542971	7.94341022261
RASGRP4	chr19_38916945	7.48669523068
NAT1	chr8_18079176	6.88736980042
BLNK	chr10_98031273	4.62800359352
ATG4D	chr19_10654569	3.40519108602
SUCNR1	chr3_151591430	4.46738824771
CLASP2	chr3_33759705	5.3560098917
PGBD5	chr1_230561674	3.67243154022
DYRK4	chr12_4714028	4.95543132773
PRAMEF17	chr1_13716091	4.30211679897
TMED9	chr5_177019212	3.52133672918
GGCX	chr2_85788657	5.44855614358
MTMR10	chr15_31283807	4.88557020031
ZNF578	chr19_52956828	7.23497404826
GAMT	chr19_1401569	4.75790753341
C11orf42	chr11_6226797	6.23558756411
PANK1	chr10_91403648	6.12150797163
C9orf40	chr9_77567802	4.5308501502
CATSPER2	chr15_43940261	8.13196212548
C3orf35	chr3_37427759	8.19544078205
LIPT1	chr2_99771417	4.91295540764
CRIP3	chr6_43276530	6.41642948416
SBNO2	chr19_1174282	4.51370401713
ACOT7	chr1_6419004	8.1998889925
PGPEP1	chr19_18451396	4.97695465617
TRIM37	chr17_57184266	3.45319054133
GRIK4	chr11_120435144	8.45003434568
NIPSNAP3B	chr9_107526021	7.15735706179
NCR1	chr19_55417507	8.00840942
REN	chr1_204135465	8.19026585504
SLC27A3	chr1_153747767	4.95403175551
LIME1	chr20_62367052	7.3339434363
SFTPB	chr2_85895864	8.19796545388
RNPS1	chr16_2318413	3.64573850247
NDST1	chr5_149877339	5.63654583678
ACBD5	chr10_27531068	3.10805110844
SPDEF	chr6_34524110	5.79867264762
CRYBB3	chr22_25595816	7.66532566264
PAPD4	chr5_78908242	4.38668332745
NMT2	chr10_15210695	3.57123662157
PRDM10	chr11_129872730	3.67814542774
FCHSD2	chr11_72853143	4.23188283456
GSTZ1	chr14_77787229	3.39850609253
NFIA	chr1_61547979	3.48457609024
NME4	chr16_447191	3.34958715244
CYB5R3	chr22_43042995	7.26390225703
FKBP5	chr6_35696360	5.10191577901
GPR63	chr6_97285353	6.54099195572
LBR	chr1_225615815	4.94780499214
MPP2	chr17_41987079	6.08912515675
PTPN6	chr12_7055739	5.17622757647
USP3	chr15_63796709	3.74403984691
PVRL3	chr3_110791014	5.16188724811
RPRD2	chr1_150336586	2.49015474909
THBS4	chr5_79331845	6.59852986577
OR5D18	chr11_55587105	6.05731461681
CTHRC1	chr8_104383742	6.21605015088
TRIM35	chr8_27168836	5.33210424366
DIRAS1	chr19_2721390	4.20936008631
TMEM100	chr17_53800225	7.41751843301
ZNF462	chr9_109625377	6.09543538111
GABARAP	chr17_7145753	3.17507343081
CLDN18	chr3_137717657	8.83013309281
XRCC4	chr5_82373316	5.07187771173
TMC5	chr16_19421860	5.28858252872
HK1	chr10_71078602	4.16073649559
STARD6	chr18_51880943	5.62861990492
TMEM206	chr1_212588267	5.61244790587
FGFR3	chr4_1795038	3.56739480609
IGFBP4	chr17_38599675	5.23136025782
PREPL	chr2_44586888	5.15630833902
LIPT2	chr11_74204755	4.82604024317
PKIB	chr6_122793061	4.18161859733
COL9A3	chr20_61448413	6.11109425139
EPS15	chr1_51887793	5.57203940289
RPUSD3	chr3_9885702	4.32366901831
ADD2	chr2_70994847	6.88595935255
PAK6	chr15_40531291	7.02793871227
RARRES1	chr3_158450275	5.70540820495
FABP1	chr2_88427650	7.02068351777
KMO	chr1_241695433	3.90826074169
RFPL2	chr22_32589466	7.28755594034
PITPNC1	chr17_65373396	4.5807400924
SPTBN5	chr15_42186275	7.71377922257
PRR5L	chr11_36317724	7.2610220926
STH	chr17_44076615	6.69000949719
LOXHD1	chr18_44139270	7.94383364957
CRHR2	chr7_30739719	7.15358861069
LBX1	chr10_102988717	6.80413620511
JOSD2	chr19_51014612	4.87172610638
XCL1	chr1_168545710	6.1116931856
MYNN	chr3_169492052	3.90200150525
POGLUT1	chr3_119187784	5.39616352261
MFSD3	chr8_145734418	3.34607277736
ASB2	chr14_94443076	8.58462752799
BTG4	chr11_111383079	7.30308621292
BEGAIN	chr14_101036131	5.71907156694
RNF182	chr6_13924676	5.9000272081
GNAS	chr20_57428035	6.57249576975
NUDT13	chr10_74870132	4.84419423031
ZCCHC3	chr20_278203	3.89589594905
PISD	chr22_32026810	5.17468480251
ZNF439	chr19_11976843	5.6512820449
GALT	chr9_34646585	4.55335754875
RPS6KB1	chr17_57970406	3.91482715799
NXPH4	chr12_57610577	5.24220865896
SRC	chr20_35973087	6.21069747613
PPP1CC	chr12_111180783	3.94646097862
PDE1C	chr7_32339016	8.10510349872
GSDMD	chr8_144640476	5.15216185366
PGM3	chr6_83903655	4.61229579128
TANK	chr2_162016938	4.30466574959
ZNF114	chr19_48773355	6.44320396402
IRGC	chr19_44220213	7.2914115246
LIPM	chr10_90562486	4.96671524277
OR12D2	chr6_29364415	6.54806801093
RANGAP1	chr22_41682255	3.61689900849
OXR1	chr8_107670035	3.91884376491
HOPX	chr4_57522688	7.08783351682
MVP	chr16_29831714	4.57078699071
GRIK5	chr19_42569967	7.18319385372
LRRC57	chr15_42841002	4.88513663852
ITGA10	chr1_145524890	4.69315066071
RAB15	chr14_65438875	4.69590449511
CCNT1	chr12_49110781	3.99729338718
ADAP1	chr7_994319	4.46077535301
GBP5	chr1_89738544	6.75300936417
MRPS15	chr1_36930040	4.22500838498
TCF24	chr8_67874825	5.85542295047
PPIL2	chr22_22020272	5.27570359465
NPM2	chr8_21881620	6.9179550705
MYO1C	chr17_1396001	6.07623805546
FBXO41	chr2_73496758	5.65686042981
TTC23	chr15_99791431	3.75310048889
PHLDB2	chr3_111578026	5.47217315834
SOX5	chr12_24102637	6.5625560251
NFKBIL1	chr6_31515352	4.33082210492
ADAM17	chr2_9695917	3.68562360581
ARHGAP9	chr12_57871728	6.32079272252
KIAA0319	chr6_24583455	5.01141847336
TTLL11	chr9_124855885	5.9140665729
ME1	chr6_84140938	6.86865638347
BRF1	chr14_105714222	5.1231363003
NEFM	chr8_24771273	6.52774753347
C1orf106	chr1_200860626	6.88380327048
UGGT2	chr13_96705736	3.94870881222
GSN	chr9_124048358	6.49343374894
ARHGAP44	chr17_12692828	7.29531431972
CD83	chr6_14117864	4.95737689413
PTPRD	chr9_8733946	7.45764179236
CHMP5	chr9_33264876	3.91992568664
TSC22D1	chr13_45011390	4.5956690489
SQLE	chr8_126010719	5.5565223835
SEMA4A	chr1_156123368	5.99728523013
S100A8	chr1_153363664	7.13102082902
NR2F1	chr5_92919042	4.75080541398
DACT1	chr14_59105554	6.05664571836
POLR2C	chr16_57496550	4.48781247707
SGIP1	chr1_66999638	7.33444502495
CHST1	chr11_45687206	5.25390696375
CNTN5	chr11_99426875	4.64701327532
RP9	chr7_33149002	4.91127956093
CELSR2	chr1_109792640	5.19593132004
HDDC3	chr15_91475799	3.91170948307
CALCR	chr7_93189122	6.67818034504
CPEB4	chr5_173320053	3.74119913926
HEATR3	chr16_50099880	3.14990313708
TGFA	chr2_70780770	6.58075730133
SPRY1	chr4_124320644	4.36729689889
KLK12	chr19_51538148	8.48752440699
DCTN6	chr8_30013812	4.29173918276
AVPR1B	chr1_206224282	7.64128672408
GTF3C2	chr2_27579901	4.80056329912
RORA	chr15_60919729	8.17776656195
TLE1	chr9_84304450	4.56720528307
LDHB	chr12_21810789	7.31694289943
CUEDC1	chr17_56032684	3.93144367644
PHTF1	chr1_114301777	4.25928686318
MUC16	chr19_9092018	5.63945557046
CFLAR	chr2_202004997	5.18909673978
ALG12	chr22_50312106	4.17855755749
SCMH1	chr1_41625605	6.05144155999
CDC20	chr1_43824625	5.24665299383
PDCL2	chr4_56458379	7.76733161893
PEX5	chr12_7341758	4.96833337504
LIMS1	chr2_109271267	9.34446077323
HSPA9	chr5_137911318	4.03649442588
UROS	chr10_127511837	3.02204137467
PANX3	chr11_124481452	7.56255810368
ACACA	chr17_35716059	5.10854464528
ZNF8	chr19_58790317	4.16507018672
YTHDF2	chr1_29063135	4.82407388537
TAS2R46	chr12_11214893	6.34172799665
FAM83A	chr8_124191286	7.71827418699
FAM192A	chr16_57219976	5.23353403265
PSME1	chr14_24605366	4.79515053283
YTHDF2	chr1_29063132	4.82407388537
MUTYH	chr1_45806142	5.55193577236
TMEM8B	chr9_35829494	4.51606551314
CST9	chr20_23586610	7.62461773119
ANO7	chr2_242127923	6.00565209927
TNF	chr6_31543343	6.94024488738
HSD17B4	chr5_118788137	5.32102974636
ZNF596	chr8_182136	3.22042816459
GPR142	chr17_72363644	7.97923473511
TUBGCP2	chr10_135125841	5.98444668594
HIST1H1A	chr6_26018040	6.61235930215
MRPS33	chr7_140714781	4.49241615337
LSP1	chr11_1892098	7.16053169404
PTGER1	chr19_14586174	7.52974417626
SF1	chr11_64545232	2.21399157564
CNOT8	chr5_154238076	3.91567811777
IFIT2	chr10_91061705	4.99437796058
ADAP1	chr7_995043	5.689620201
TMEM95	chr17_7258496	6.14463913063
PPP1R1B	chr17_37784750	5.89598488212
GCNT3	chr15_59903981	4.57352975422
ANO10	chr3_43663560	6.21784528899
NGF	chr1_115880857	8.01816934239
BBS10	chr12_76742222	5.74377623756
RCC2	chr1_17766250	4.43508090883
RAD51	chr15_40987326	5.25759684074
GIMAP7	chr7_150211944	7.31068574575
CNOT8	chr5_154238078	3.91960164293
TPP1	chr11_6640692	4.48321917804
MCOLN3	chr1_85514223	5.59731481099
CD53	chr1_111413820	6.95366273314
ATG9B	chr7_150721586	6.62368477489
CEND1	chr11_790126	5.67754043366
RFX4	chr12_107078476	7.53395005168
CAPZA3	chr12_18891044	7.57174447073
AQP6	chr12_50366619	7.38979135722
UGT1A1	chr2_234668918	7.3972751878
PDE10A	chr6_166075588	3.97577297738
TMEM145	chr19_42817476	5.1939563036
PDE4D	chr5_58571945	5.57414358942
VPS4B	chr18_61089752	3.3929761989
CLOCK	chr4_56413076	3.41745091084
RLBP1	chr15_89764922	6.82334152647
HOXA10	chr7_27219880	6.14468603875
GART	chr21_34915195	3.9209471154
PITPNB	chr22_28315294	4.26199724639
TGIF1	chr18_3412853	6.22676709186
ZBTB7A	chr19_4066816	2.12569602015
IBSP	chr4_88720701	4.77956229818
NEXN	chr1_78354199	5.73562706802
UNC93B1	chr11_67771595	4.64265711174
NUMB	chr14_73925286	4.16253600311
DKK3	chr11_12030917	6.71603808238
MFAP2	chr1_17307173	6.31867296621
VCAM1	chr1_101185195	4.93287619277
PLOD1	chr1_11994723	7.28175286826
CAMKV	chr3_49907369	6.29090399271
PRDM1	chr6_106546736	6.67356873945
RGS7	chr1_241520530	4.94619811011
BET1	chr7_93633690	4.31009359257
CYBA	chr16_88717492	6.9136709661
S100A4	chr1_153518282	5.94825150411
NOX4	chr11_89223909	6.18770610832
POLR2H	chr3_184080770	4.30235362767
TAF1B	chr2_9983570	5.18146247512
MLST8	chr16_2255731	3.89150566178
EPC1	chr10_32635976	3.59413833699
SMARCAD1	chr4_95174444	7.00338790916
POMGNT1	chr1_46663171	7.02097755664
RGS1	chr1_192544856	5.16555622476
EIF4A1	chr17_7476023	3.32258511502
IQCC	chr1_32671235	5.51898343399
CEP350	chr1_179923907	4.39741462651
ARIH2	chr3_48956280	5.09594012703
MTMR11	chr1_149908266	6.77830308714
FAN1	chr15_31196054	4.5744008678
PIGR	chr1_207119811	7.34854377422
RALGAPB	chr20_37101448	3.76743933748
HNF4A	chr20_42984440	7.39308153828
TMEM101	chr17_42092397	5.84500309342
KIFC1	chr6_33359312	3.59991048784
CNOT3	chr19_54641435	3.20616222412
TMEM200B	chr1_29449013	5.76434886277
LECT2	chr5_135290723	5.29535711088
SCRN2	chr17_45918699	4.9961463281
NXPH2	chr2_139537811	6.54086155721
TARBP2	chr12_53895376	3.46391163088
HSPA6	chr1_161494329	4.02130734285
PLSCR3	chr17_7298162	5.15870633531
TESK2	chr1_45956840	4.72082972528
OR2F2	chr7_143632325	7.78310030778
ITPR2	chr12_26986131	4.6012372635
WIPI2	chr7_5229834	3.51955702847
HIST1H4J	chr6_27791902	4.6028546309
FAM133B	chr7_92219384	4.65661906541
SF1	chr11_64546316	2.0602746315
RAB23	chr6_57087112	3.5057621998
TRAF3IP3	chr1_209929376	8.09537292992
ILDR2	chr1_166944561	5.47762468809
SACS	chr13_24007867	8.31536052832
SYNJ2BP	chr14_70883807	5.53443457688
INTS3	chr1_153700566	3.84684480386
TGM6	chr20_2361553	8.55403240986
PADI4	chr1_17634689	5.55813765117
USP36	chr17_76836969	3.55345341097
GRB7	chr17_37894161	4.83408934788
MUTYH	chr1_45805787	5.55930466701
AKTIP	chr16_53537216	3.49146391112
MUTYH	chr1_45805788	5.56035736625
PIGO	chr9_35096598	4.99819825932
FURIN	chr15_91414768	4.42120217815
CTBP2	chr10_126847384	2.88391412649
CPNE4	chr3_131758450	6.39157738226
TTC4	chr1_55181494	6.17503730122
LRRC29	chr16_67260901	4.09213686827
TRIM32	chr9_119449580	5.80106435941
SYNE2	chr14_64680858	6.99376244251
HMOX2	chr16_4524703	4.4354048767
DUSP23	chr1_159750758	3.81135630602
DYRK1B	chr19_40324873	3.99274015686
C22orf15	chr22_24105207	6.57626450017
CHN2	chr7_29519327	7.38648257823
PXT1	chr6_36410666	3.65455808538
YLPM1	chr14_75230068	3.36366545706
BSN	chr3_49591921	3.83842331644
GMNN	chr6_24775640	4.41678211157
ATOH8	chr2_85980908	5.98589829488
C1RL	chr12_7261874	5.17707267485
GFRA1	chr10_118031819	6.9306810551
CDC34	chr19_531732	2.960223112
CAPN1	chr11_64949149	4.60566357339
PPARGC1B	chr5_149109814	5.41426380099
NAT1	chr8_18027970	6.32327874675
EIF2S1	chr14_67827033	2.86536280567
CHRDL2	chr11_74442430	7.27148098059
MGST1	chr12_16506350	6.24546962527
LCP1	chr13_46756459	5.10938325003
RHBDF1	chr16_122629	3.81496784534
BMP4	chr14_54421270	5.86694584855
DLG4	chr17_7120928	4.41736556337
RPL6	chr12_112847443	4.47308610166
LY75	chr2_160761267	6.30524991645
DES	chr2_220283098	6.0782404869
PPAPDC2	chr9_4662293	5.18052377738
PFN3	chr5_176827637	5.59893018317
PDXP	chr22_38054736	3.59557517178
EHD3	chr2_31456879	6.12060254874
UBE2F	chr2_238875586	3.81555674683
PARP9	chr3_122283194	5.54922402195
KCNQ5	chr6_73331570	7.06000525563
LHX6	chr9_124989865	5.29474303988
SPIN1	chr9_91003296	3.5617905788
PAPPA2	chr1_176432306	7.18608496947
BCAS4	chr20_49411430	5.56616359689
GNB2L1	chr5_180670906	4.71058317786
ICAM1	chr19_10381516	5.08775396471
NANOG	chr12_7941991	6.77759531414
ABCB6	chr2_220083712	5.68522621674
KNCN	chr1_47016887	8.39790815775
SSH1	chr12_109221327	6.51612715441
SCARB2	chr4_77135052	4.78012662945
TMEM68	chr8_56676539	6.33919412447
OXR1	chr8_107738334	4.07493374417
LYPD4	chr19_42347794	5.49450628953
CTDSPL2	chr15_44719578	3.71073109055
ZNF84	chr12_133613871	2.97893723386
ANKRD36	chr2_97779232	3.97479793813
FXR1	chr3_180630233	4.88804431392
DNM3	chr1_171810617	5.77931244723
ACSL3	chr2_223725731	3.55164610895
SOX14	chr3_137483133	7.67957627805
MYCT1	chr6_153019029	4.87718961665
ARSG	chr17_66287635	3.75981892889
PLEKHH3	chr17_40829048	3.99114997493
PNKD	chr2_219187901	4.86601441351
DZIP1L	chr3_137832322	8.03567621529
CARD6	chr5_40841409	5.30966094497
LDLRAP1	chr1_25870075	6.5769167194
EPHB6	chr7_142560513	6.68519486383
CADM3	chr1_159141376	7.05841840596
SYNPR	chr3_63263913	7.93042025471
FHOD3	chr18_33877658	6.06378570239
ISLR2	chr15_74422742	6.12370805795
TEKT1	chr17_6735060	6.57246504096
BAK1	chr6_33548070	6.40743081138
NME5	chr5_137475132	4.82997645972
INTS9	chr8_28747432	4.26045595194
HP	chr16_72088507	6.04071044244
DNAJB5	chr9_34989637	4.13249028965
TMEM221	chr19_17559376	4.34387056453
ANXA8	chr10_48255203	3.70528238149
CELSR1	chr22_46933067	2.94013027349
UBE2T	chr1_202311094	4.14028591834
PLA2G4D	chr15_42386752	7.85711218315
DDX51	chr12_132628880	3.53272976992
C9orf173	chr9_140145712	4.92531962181
DLX4	chr17_48046561	4.53650596359
PRMT7	chr16_68345016	4.68447660444
VPREB1	chr22_22599191	9.27639757858
PLS1	chr3_142342265	6.8606505452
UGT3A1	chr5_35991535	8.03819486908
C20orf85	chr20_56725982	8.04682496951
TGFBI	chr5_135364583	6.74217877064
OR8K3	chr11_56085782	6.61681875489
CHN1	chr2_175869981	6.45361486246
CDCA4	chr14_105487425	3.8344858797
C1orf61	chr1_156399184	7.0781944391
HTR4	chr5_148034090	7.527762008
STAT4	chr2_192015986	7.07154184817
RASSF7	chr11_561449	3.99992817571
GNB4	chr3_179169371	4.24092118236
CRMP1	chr4_5894810	4.24895915853
EPB42	chr15_43513323	5.47079819788
PRDM14	chr8_70983562	7.50382843224
HELZ	chr17_65241319	4.09803844826
CELF6	chr15_72598656	7.72543692085
FAM83E	chr19_49116694	6.53970245082
GCC1	chr7_127225654	5.15482563004
UBXN10	chr1_20512570	6.98666301687
ZMIZ2	chr7_44788164	3.40889831625
SPCS1	chr3_52739856	5.10423003201
KRT79	chr12_53228077	7.51318130552
SOD1	chr21_33031934	5.51133516006
TTC30B	chr2_178417524	4.82055929874
EFR3A	chr8_132916355	5.54858687838
LYG1	chr2_99917639	7.0830888948
NKX3-1	chr8_23540402	6.45964243365
SLC35E1	chr19_16683193	3.18729425844
SSB	chr2_170655321	4.30987153717
DPH1	chr17_1933430	4.83259223266
ACP2	chr11_47270179	5.90115477731
SPATA3	chr2_231860838	7.51082416559
ENPP1	chr6_132129155	5.11003068695
ASGR2	chr17_7018130	6.5106866433
VDAC2	chr10_76969911	4.51234446133
YTHDF2	chr1_29063451	4.47600937976
GDE1	chr16_19533450	4.26418578783
ME3	chr11_86383678	7.14312180769
KRT71	chr12_52946931	8.72996120346
MYL6	chr12_56552044	4.21364013474
KLHL10	chr17_39994042	5.7385068913
SLAIN2	chr4_48343612	3.96586826094
TCF12	chr15_57511654	5.37180578254
HERPUD1	chr16_56966001	3.62854851562
ZNF263	chr16_3333486	3.22777484674
HLA-F	chr6_29691116	5.0428481552
PRKCA	chr17_64298925	4.12874108414
AKAP7	chr6_131456825	4.24111858634
OR51A2	chr11_4976943	7.14450718526
CDC23	chr5_137549032	4.37648766053
CRADD	chr12_94071150	4.4718151614
STAMBP	chr2_74056113	4.34278164901
NSUN2	chr5_6633473	4.41503031441
DBN1	chr5_176899871	4.51062138561
RAD52	chr12_1099207	4.96871546214
PRKACA	chr19_14228559	2.19424859843
BSPRY	chr9_116111811	5.55720349457
SLC25A46	chr5_110073836	4.70143186473
FAM53B	chr10_126432930	3.09878229985
CXCL16	chr17_4643223	5.93742104344
LRRC46	chr17_45908992	4.35298966279
TJP1	chr15_30113751	3.60331970255
OR8B4	chr11_124294767	8.85540981495
KPNA3	chr13_50367057	3.80678549842
RTKN2	chr10_64028622	4.55194968436
MAP6	chr11_75379479	5.4334305562
OR5M10	chr11_56345197	6.96565593854
KRTAP4-3	chr17_39324424	5.899731697
BRF1	chr14_105715741	4.17393060758
UBE2H	chr7_129592800	5.2132605057
LYPLA1	chr8_55014577	4.15121740736
SKA3	chr13_21750741	3.58008036092
TRIM38	chr6_25962916	4.57472719099
ZNF468	chr19_53360902	4.57788821406
HAS3	chr16_69141442	5.76752759539
XPO1	chr2_61765418	2.52607809795
SERPINI1	chr3_167453510	4.80630792482
FMO3	chr1_171060017	6.52203858957
LENG8	chr19_54960339	3.41701141779
MOV10L1	chr22_50528684	6.18855152044
OR1E2	chr17_3337135	6.09006972877
ZSCAN30	chr18_32870209	4.39720496229
HIP1	chr7_75368290	4.20167917027
GPR68	chr14_91710852	6.77451159455
AKAP3	chr12_4758213	5.0725612998
BEST2	chr19_12863406	6.05725356834
CELF6	chr15_72612287	5.28151004562
OXCT2	chr1_40237020	7.07782331541
PRTFDC1	chr10_25241573	6.39250372052
TAPBP	chr6_33282164	3.93060881706
PIP5K1B	chr9_71320329	5.26608254712
KCNE4	chr2_223916647	5.45916523812
GCLC	chr6_53409927	4.68893630067
ZFAND6	chr15_80351909	3.29965968483
ZNF781	chr19_38183216	4.86438430593
MYBL2	chr20_42295658	4.63288038808
NUP37	chr12_102512361	4.95913936998
LRRC42	chr1_54411998	2.9842837163
DDX21	chr10_70716195	5.00145892951
ANKRD52	chr12_56652143	5.83534936754
OR1J4	chr9_125281419	7.32831131297
PCBD1	chr10_72648543	4.60370844164
RPS21	chr20_60962120	3.60758067915
SESN1	chr6_109415708	4.03947099885
PCK2	chr14_24563489	4.96102359718
IGFBP1	chr7_45927958	8.05868125561
ATP1A4	chr1_160121351	6.64637256464
MLYCD	chr16_83932729	5.15863916352
DCP2	chr5_112312406	3.74116152416
ENTPD3	chr3_40428735	7.37170466253
SUN2	chr22_39151467	4.79598174404
EIF4G2	chr11_10829543	4.15052856242
PRUNE2	chr9_79307331	5.46883422459
PELI3	chr11_66234335	3.55122551054
GIMAP5	chr7_150434435	8.22490112705
SURF6	chr9_136203047	4.41378708323
ZNF845	chr19_53837001	3.76681843246
SLC25A33	chr1_9599527	3.86701183266
UNC45B	chr17_33474835	7.7043821157
NCOA4	chr10_51565107	4.27170849007
CCDC115	chr2_131099956	3.62376209377
ARHGEF15	chr17_8213555	5.94669610139
ZSCAN16	chr6_28092386	5.50735273428
SIX4	chr14_61190852	5.13023905383
PIF1	chr15_65117867	4.00659943443
TSSK4	chr14_24674856	6.07956585412
IGF2R	chr6_160390130	3.97354186541
KLF7	chr2_208031580	3.59727309546
SYBU	chr8_110693234	6.35502319559
MCOLN2	chr1_85462805	6.42597827855
NEU1	chr6_31830709	4.70170249115
IFNA6	chr9_21350886	5.69356763687
EFEMP1	chr2_56151298	6.01543397725
RAD1	chr5_34915731	4.86858968461
TPRA1	chr3_127309602	5.40293150387
TPD52L2	chr20_62496580	4.01404972457
CEBPD	chr8_48650726	3.78877297223
KIF20A	chr5_137514416	4.03994863871
DPT	chr1_168698442	6.98324206191
CARD9	chr9_139268133	6.94225855026
PDE6H	chr12_15125955	6.09433091546
CALML6	chr1_1846265	6.4818555341
DDX19A	chr16_70380823	3.85866651411
SECISBP2	chr9_91933387	3.21702973278
HOXC5	chr12_54426831	5.07290962836
ZNF680	chr7_64023505	5.01526421821
SLC2A13	chr12_40499661	4.43462852136
PLCD1	chr3_38071154	5.52144242458
BLCAP	chr20_36152953	6.853175295
KIAA1614	chr1_180882312	5.90476746363
CRB1	chr1_197237333	5.77796056128
SMAD3	chr15_67418053	6.73354537818
FDXACB1	chr11_111750181	4.66167160521
RNF182	chr6_13925423	6.27079503333
CYBRD1	chr2_172378865	6.89975085804
CAPSL	chr5_35938881	6.70290089043
CHAC2	chr2_53994928	4.01011659488
CD5L	chr1_157811634	7.09797047225
RNF157	chr17_74236390	3.92026409137
SLC38A11	chr2_165812035	6.15428207664
TNIK	chr3_171178197	6.08597699752
PPIB	chr15_64455354	4.26427073571
MAPK8IP3	chr16_1756220	3.92688997892
GLYR1	chr16_4897303	3.77644602531
PAFAH1B3	chr19_42806952	4.66073832528
TTLL10	chr1_1109285	6.76271063831
ARPC2	chr2_219081816	4.83283115059
PAPD7	chr5_6746100	6.27496018406
NOSTRIN	chr2_169659106	5.98301166527
SEPT9	chr17_75277491	3.2315419614
C19orf73	chr19_49622397	4.5585885167
ELMO1	chr7_37393272	7.79406822839
ZNF534	chr19_52934666	6.71967212871
C1orf68	chr1_152691997	7.45962806473
EDARADD	chr1_236558715	5.02896904507
OR10V1	chr11_59481318	7.5801934218
UBE2J2	chr1_1209234	4.93861220677
FUT4	chr11_94277016	6.39017556625
SLC12A6	chr15_34629961	4.5174349989
CPSF6	chr12_69633316	4.65962874264
PPIG	chr2_170440849	3.80282782692
CXCR4	chr2_136875725	4.48975360409
ZAR1L	chr13_32886091	8.13667034488
SERPINB6	chr6_2971282	4.82478567187
PDCD11	chr10_105156411	4.7377087601
MSLN	chr16_810765	6.48840685058
MSLN	chr16_810764	6.48725301415
TMEM101	chr17_42100519	7.78036676661
PROCA1	chr17_27038109	5.13663988611
BAIAP3	chr16_1383605	4.2422719361
UHRF1BP1	chr6_34759793	4.94118755096
TYW3	chr1_75198839	4.24480873467
HAS3	chr16_69139466	6.37302965706
RAI14	chr5_34687663	7.1670292013
ETV1	chr7_14026139	5.33506420566
SIK2	chr11_111473114	4.85433011533
FANCE	chr6_35420137	4.67437869239
PPP2R4	chr9_131873227	3.41141669056
RFNG	chr17_80009650	4.45063625549
SPATA9	chr5_95018714	7.34564898246
SCP2	chr1_53480609	5.3390990383
SRSF12	chr6_89827800	5.78966594318
TYW3	chr1_75198835	4.23739699579
GFRA2	chr8_21646346	4.98962100132
PTPRH	chr19_55720874	4.73904068703
MDK	chr11_46403204	4.79802578595
GPR176	chr15_40213093	5.19081087345
GCGR	chr17_79762007	5.00145360507
FKBP2	chr11_64008412	3.3671608942
PPIA	chr7_44836234	3.65607456348
HOXC13	chr12_54332575	4.55862939828
GBP7	chr1_89641723	6.181963161
IGF1R	chr15_99191767	2.88692143157
CDH19	chr18_64271375	4.89383175511
ZNF557	chr19_7069470	3.09210139374
HMGCS1	chr5_43313614	4.74389564452
COMP	chr19_18902114	5.18703970813
B9D2	chr19_41870078	3.95535587056
BOLA2	chr16_29466285	5.13649970656
CEMP1	chr16_2581409	4.49726978683
DBNL	chr7_44084238	4.54297494701
LSAMP	chr3_116164385	5.87356650864
PLCH2	chr1_2407753	6.6126487635
KLK10	chr19_51522954	7.71794897472
C12orf4	chr12_4647674	3.486700442
CNGB1	chr16_58005020	8.17804515408
BDNF	chr11_27741294	6.35859815501
ANO2	chr12_6054425	7.65067563262
B4GALT3	chr1_161147758	4.47453067784
OR52E6	chr11_5863127	6.72099258407
PLEKHG1	chr6_150920998	6.18516960217
FOXP1	chr3_71632904	2.98846037023
TRIM55	chr8_67039277	6.5869668739
ZFP36L2	chr2_43453745	2.87036572034
UPP1	chr7_48128736	5.98401425268
SUCLA2	chr13_48575462	4.92600412757
OR4N2	chr14_20271928	7.83677924765
CLRN3	chr10_129691211	6.87618341991
TMEM107	chr17_8079714	5.40666044837
UNC5D	chr8_35092974	5.85415956138
ADCY7	chr16_50321822	7.74686627244
GJD2	chr15_35046782	6.56004451224
PSMB2	chr1_36107445	5.88316221138
LRP3	chr19_33685598	3.52900614439
TOX4	chr14_21945334	3.55947693073
MTFR1	chr8_66556887	5.03224406392
HNRNPH1	chr5_179050711	2.5655384973
WDR59	chr16_75019017	3.59802302443
