ID	Mean	NonPregnant1	NonPregnant2	NonPregnant3	NonPregnant4	Gene	RefSeq	Region
8055445	9.4986725	9.13607	9.443798	9.934498	9.480324	DARS	NM_001349 	chr2:136664254-136743222
8170166	9.49342075	9.652008	9.974862	8.902395	9.444418	HTATSF1	NM_014500 	chrX:135579238-135594505
8115524	9.488701	9.659024	9.218993	9.5325	9.544287	CLINT1	NM_001195555 	chr5:157213297-157286168
7988963	9.48253525	8.980532	9.558926	9.187803	10.20288	ARPP19	NM_006628 	chr15:52839243-52861364
8131949	9.48204025	9.410579	9.489131	9.654022	9.374429	CBX3	NM_016587 	chr7:26241099-26252976
7910229	9.481722	9.536752	8.846258	9.917311	9.626567	ARF1	NM_001024226 	chr1:228270361-228286913
8130505	9.47916625	9.515448	9.961978	9.617419	8.82182	EZR	NM_003379 	chr6:159186773-159240444
7902269	9.4772565	8.501648	10.16171	9.618776	9.626892	SRSF11	NM_004768 	chr1:70671365-70718735
7913571	9.47718325	9.350874	9.122856	9.81992	9.615083	HNRNPR	NM_001102398 	chr1:23636016-23670815
7957177	9.47669625	9.074596	9.692992	9.726827	9.41237	RAB21	NM_014999 	chr12:72148654-72181150
7901299	9.473589	9.005146	9.619527	9.803029	9.466654	CMPK1	NM_016308 	chr1:47799481-47844511
7897404	9.4683265	8.889524	9.533701	9.83053	9.619551	PARK7	NM_007262 	chr1:8021723-8045565
8135625	9.4668695	8.653481	9.981806	9.824033	9.408158	CAPZA2	NM_006136 	chr7:116502563-116559313
8056829	9.46553075	9.457186	9.593107	9.28467	9.52716	CIR1	NM_004882 	chr2:175212878-175260443
8002919	9.46545475	9.800907	9.297071	9.4652	9.298641	KARS	NM_001130089 	chr16:75661625-75681577
8053562	9.463607	10.05733	10.05681	9.08046	8.659828	VPS24	NM_016079 	chr2:86730553-86790600
8129773	9.4607925	10.06729	9.4402	8.583204	9.752476	BCLAF1	NM_014739 	chr6:136579726-136610989
7900119	9.46042775	9.174753	9.162078	9.39591	10.10897	THRAP3	NM_005119 	chr1:36690017-36770958
7904254	9.459181	9.152775	9.387594	9.271985	10.02437	ATP1A1	NM_000701 	chr1:116915836-116952778
8004497	9.4539235	9.694271	8.346901	9.767542	10.00698	EIF4A1	NM_001416 	chr17:7476024-7482324
8096081	9.45385225	9.66234	9.901395	9.796469	8.455205	ENOPH1	NM_021204 	chr4:83351763-83382240
8161587	9.452202	9.315189	9.848901	9.538055	9.106663	CBWD3	NM_201453 	chr9:70432001-70490208
8117834	9.44413975	7.585971	9.168198	10.22941	10.79298	PPP1R11	NM_021959 	chr6:30034486-30038110
7943413	9.4438425	9.181579	9.361337	9.234839	9.997615	BIRC3	NM_001165 	chr11:102188194-102208465
7899774	9.44190225	8.815653	9.749607	9.681261	9.521088	HDAC1	NM_004964 	chr1:32757687-32799236
7962194	9.4400645	9.997038	9.814949	8.20203	9.746241	H3F3C	NM_001013699 	chr12:31944119-31945175
7977674	9.43869975	9.779003	9.573088	9.084839	9.317869	SUPT16H	NM_007192 	chr14:21819635-21852425
8113469	9.436788	9.524169	9.94834	9.01113	9.263513	PJA2	NM_014819 	chr5:108670410-108745695
7964739	9.43586175	9.330848	9.564833	8.828216	10.01955	LLPH	NM_032338 	chr12:66516842-66524540
8095343	9.433429	8.619776	10.03363	9.212008	9.868302	STAP1	NM_012108 	chr4:68424446-68473055
7898988	9.4290035	10.4538	8.798525	9.504267	8.959422	CLIC4	NM_013943 	chr1:25071848-25170815
8176174	9.4273295	9.910318	9.507766	9.49268	8.798554	MPP1	NM_002436 	chrX:154006959-154033783
7904574	9.4236995	9.530149	9.22291	9.550301	9.391438	NBPF16	NM_001102663 	chr1:144614959-145370303
8171762	9.422568	9.074145	10.05411	8.933373	9.628644	RPS6KA3	NM_004586 	chrX:20168029-20284750
8017599	9.4134675	8.399707	9.391306	9.864708	9.998149	PECAM1	NM_000442 	chr17:62399863-62407082
7987225	9.40745375	10.71306	9.471148	8.202929	9.242678	NOP10	NM_018648 	chr15:34633917-34635362
7922773	9.3991505	9.477425	8.892815	9.686807	9.539555	NCF2	NM_000433 	chr1:183524697-183560011
8023672	9.39715325	9.185803	8.392204	9.906286	10.10432	VPS4B	NM_004869 	chr18:61056423-61089752
8062016	9.394601	8.978195	9.698658	9.76189	9.139661	DYNLRB1	NM_014183 	chr20:33104204-33128762
8089867	9.3943885	9.670807	8.501138	9.466179	9.93943	RABL3	NM_173825 	chr3:120405528-120461385
8113591	9.38868125	8.017372	10.1543	9.779478	9.603575	PGGT1B	NM_005023 	chr5:114547577-114598550
8086810	9.38722175	9.187165	9.200222	9.640154	9.521346	SMARCC1	NM_003074 	chr3:47627387-47823406
7911619	9.375124	9.221025	9.463538	9.107539	9.708394	GNB1	NM_002074 	chr1:1716729-1822495
7980523	9.37346875	9.673294	9.955381	9.118624	8.746576	GTF2A1	NM_015859 	chr14:81646394-81687575
8128956	9.37166325	8.978652	9.554946	8.651605	10.30145	FYN	NM_002037 	chr6:111981535-112194655
7919800	9.36789375	8.904164	9.898126	8.935134	9.734151	CTSS	NM_004079 	chr1:150702551-150738433
8134552	9.3673685	9.346648	10.20696	8.740582	9.175284	ARPC1B	NM_005720 	chr7:98867540-98992424
8039796	9.3646625	9.579716	9.264902	9.392441	9.221591	CHMP2A	NM_014453 	chr19:59062933-59066486
8113039	9.36423675	8.901198	8.863341	9.743143	9.949265	MEF2C	NM_002397 	chr5:88016154-88179062
8049180	9.36333025	8.820469	9.433784	10.714	8.485068	EIF4E2	NM_004846 	chr2:233415357-233448349
8135576	9.363171	8.530472	9.443959	9.87737	9.600883	TES	NM_015641 	chr7:115850581-115898837
8121502	9.36084825	9.255691	9.636398	9.031389	9.519915	GTF3C6	NM_138408 	chr6:111279763-111289093
8083826	9.3584585	9.677834	9.39116	8.795906	9.568934	SEC62	NM_003262 	chr3:169684580-169716161
8095854	9.35760075	9.131683	10.00531	9.083524	9.209886	SEPT11	NM_018243 	chr4:77870881-77959768
8011850	9.35705675	9.568332	9.159971	9.226953	9.472971	C1QBP	NM_001212 	chr17:5335952-5342471
8072206	9.355843	9.289596	9.969233	9.4271	8.737443	EWSR1	NM_013986 	chr22:29664271-29696509
8105340	9.34993375	9.103164	9.357492	9.03441	9.904669	GZMA	NM_006144 	chr5:54398473-54406080
8095048	9.348742	9.053339	9.277308	9.783493	9.280828	FIP1L1	NM_030917 	chr4:54243827-54325842
7911989	9.347568	9.016912	9.187239	9.498541	9.68758	RPL22	NM_000983 	chr1:6245080-6259679
8094948	9.3472765	8.861763	9.468852	9.728195	9.330296	SLAIN2	NM_020846 	chr4:48343339-48428068
7986010	9.34630925	9.301807	9.174967	9.640636	9.267827	IQGAP1	NM_003870 	chr15:90931473-91045475
8098762	9.34429725	8.816511	7.899339	9.829569	10.83177	ATP5I	NM_007100 	chr4:666225-668127
8061958	9.3409245	9.514306	9.063865	9.288533	9.496994	CHMP4B	NM_176812 	chr20:32399119-32442170
8099649	9.33771075	8.78905	9.109413	9.689414	9.762966	DHX15	NM_001358 	chr4:24529087-24586185
8059393	9.3366945	9.303242	9.310922	9.425476	9.307138	CUL3	NM_003590 	chr2:225334869-225450114
7988605	9.33225875	9.16706	9.810024	9.412821	8.93913	COPS2	NM_004236 	chr15:49419542-49447787
8164155	9.329071	9.294613	9.639998	9.605374	8.776299	PPP6C	NM_001123355 	chr9:127908852-127952108
7954613	9.3277905	8.13877	9.472866	9.820935	9.878591	CCDC91	NM_018318 	chr12:28410133-28703099
8107613	9.325318	9.282947	9.041305	9.426855	9.550165	SNX2	NM_003100 	chr5:122110750-122165803
7999326	9.32420775	10.04121	8.819406	8.870881	9.565334	USP7	NM_003470 	chr16:8986977-9057341
8125919	9.31546825	9.390907	9.364334	9.347219	9.159413	FKBP5	NM_001145775 	chr6:35540962-35696360
8002865	9.314834	9.165703	9.17844	9.236025	9.679168	CFDP1	NM_006324 	chr16:75327608-75467398
8114158	9.31402475	9.230175	10.13158	9.216821	8.677523	PPP2CA	NM_002715 	chr5:133532148-133561950
8013788	9.3118525	9.522757	8.671964	9.602276	9.450413	FLOT2	NM_004475 	chr17:27206357-27224715
7952022	9.31042575	9.36926	9.768797	9.386231	8.717415	AMICA1	NM_001098526 	chr11:118064678-118095729
7999468	9.30934475	8.976672	8.971598	9.678532	9.610577	LITAF	NM_004862 	chr16:11641856-11681322
7999598	9.300999	8.542223	9.747618	9.288529	9.625626	NTAN1	NM_173474 	chr16:15131710-15149843
7989315	9.2970575	10.1317	9.701993	8.648369	8.706168	GTF2A2	NM_004492 	chr15:59931063-59949699
8073194	9.2926435	8.52176	9.392593	10.13051	9.125711	GRAP2	NM_004810 	chr22:40297086-40368258
7989323	9.2923435	9.193927	9.118689	9.724614	9.132144	BNIP2	NM_004330 	chr15:59955055-59981524
7957186	9.2918185	9.436457	9.378447	9.623259	8.729111	TBC1D15	NM_022771 	chr12:72233539-72318097
7958884	9.28935525	8.580353	10.24615	9.257042	9.073876	OAS1	NM_016816 	chr12:113344739-113369991
8150818	9.2874825	9.806593	9.12448	9.15659	9.062267	TCEA1	NM_006756 	chr8:54879116-54935008
7908409	9.28720075	9.706841	8.889637	9.182095	9.37023	RGS2	NM_002923 	chr1:192778169-192781406
8135277	9.284593	9.19545	9.145565	9.438715	9.358642	MLL5	NM_182931 	chr7:104654637-104754808
8001841	9.27505975	9.76462	9.683805	9.102377	8.549437	DYNC1LI2	NM_006141 	chr16:66754799-66785525
7914194	9.2744485	9.454715	9.398915	8.572236	9.671928	DNAJC8	NM_014280 	chr1:28526789-28559542
8029029	9.27423225	9.448005	9.138129	9.078166	9.432629	HNRNPUL1	NM_007040 	chr19:41768424-41813598
7898337	9.26904	9.31223	10.08111	8.9927	8.69012	NECAP2	NM_018090 	chr1:16767219-16786573
7941936	9.26900775	9.632021	9.875208	9.47999	8.088812	GSTP1	NM_000852 	chr11:67351281-67354125
8099340	9.26845175	9.266826	9.453938	9.630832	8.722211	WDR1	NM_017491 	chr4:10075963-10118573
8105436	9.26704625	9.075354	9.068862	9.738512	9.185457	MAP3K1	NM_005921 	chr5:56111459-56189715
8026007	9.264599	9.163417	9.871558	8.39433	9.629091	ZNF791	NM_153358 	chr19:12721753-12740676
7951077	9.26438375	8.790491	9.181155	9.666732	9.419157	SESN3	NM_144665 	chr11:94906133-94964246
8117377	9.26315025	10.16603	9.415238	8.296346	9.174987	HIST1H1E	NM_005321 	chr6:26156559-26157343
8023955	9.261501	10.119	9.181161	8.230638	9.515205	BSG	NM_001728 	chr19:511896-583616
8123989	9.2596465	9.582785	9.01777	9.41042	9.027611	RANBP9	NM_005493 	chr6:13621730-13711953
8105311	9.2558465	9.690433	9.029521	9.814732	8.4887	NDUFS4	NM_002495 	chr5:52856469-52979168
8092201	9.25267575	10.07382	9.529538	8.88727	8.520075	TBL1XR1	NM_024665 	chr3:176738542-176915040
8100966	9.24922725	8.129636	9.538486	9.657524	9.671263	PF4	NM_002619 	chr4:74846796-74847677
8168852	9.2492075	9.487649	9.292862	9.600582	8.615737	HNRNPH2	NM_019597 	chrX:100663191-100669121
8069644	9.246067	9.049924	9.092255	9.364344	9.477745	APP	NM_000484 	chr21:27252861-27543132
8072153	9.24546425	8.925358	9.319512	9.564091	9.172896	CCDC117	NM_173510 	chr22:29168700-29185698
8003758	9.2408825	8.826244	8.752931	9.587091	9.797264	PAFAH1B1	NM_000430 	chr17:2496936-2588909
8158317	9.24064775	9.473542	9.368967	9.029067	9.091015	SPTAN1	NM_001130438 	chr9:131314869-131395941
8014037	9.24036975	10.1926	9.263361	9.15724	8.348278	CRLF3	NM_015986 	chr17:29109702-29151700
8124385	9.23945	10.60229	9.007888	9.224005	8.123617	HIST1H4B	NM_003544 	chr6:26027124-26027480
8129317	9.2377115	9.760383	9.888361	8.613728	8.688374	SERINC1	NM_020755 	chr6:122764493-122907269
7931187	9.236374	8.934793	9.293041	8.94836	9.769302	BUB3	NM_004725 	chr10:124913793-124924886
8136539	9.2358305	9.151787	9.667687	8.931687	9.192161	LUC7L2	NM_016019 	chr7:139044627-139108202
7935180	9.23117375	9.352805	9.449305	9.821331	8.301254	PDLIM1	NM_020992 	chr10:96997329-97050781
8126018	9.22626525	9.009412	9.275722	9.146089	9.473838	STK38	NM_007271 	chr6:36461669-36515256
7954436	9.226102	9.032472	8.612126	8.85795	10.40186	LRMP	NM_006152 	chr12:25205241-25261269
7926084	9.22524425	9.182385	9.498803	9.219414	9.000375	ATP5C1	NM_001001973 	chr10:7830092-7849778
8078008	9.22323975	8.579765	9.739986	9.545326	9.027882	LSM3	NM_014463 	chr3:14220333-14239855
7979044	9.2210735	9.077145	9.049415	9.404621	9.353113	NIN	NM_020921 	chr14:51186481-51297847
8140463	9.21997875	9.85944	8.959772	8.864933	9.19577	FGL2	NM_006682 	chr7:76822688-76829150
8073088	9.2187605	8.245981	9.742448	9.71242	9.174193	APOBEC3G	NM_021822 	chr22:39473078-39483748
7925792	9.218288	9.781463	9.103166	9.851281	8.137242	ZMYND11	NM_006624 	chr10:180643-300577
7958152	9.21405725	9.93503	8.700722	9.581006	8.639471	PGAM1	NM_002629 	chr12:104424506-104426269
8129363	9.2125945	10.15871	9.668991	8.289106	8.733571	HDDC2	NM_016063 	chr6:125596496-125623282
7898328	9.21160025	8.90869	9.609835	9.671451	8.656425	C1orf144	NM_001114600 	chr1:16693720-16724637
8096617	9.210771	9.223528	9.075264	9.58403	8.960262	BANK1	NM_017935 	chr4:102711896-102995896
8056977	9.208221	9.453724	9.510229	9.017862	8.851069	NFE2L2	NM_006164 	chr2:178095036-178129417
7920515	9.2064645	9.637591	8.541334	9.209476	9.437457	UBE2Q1	NM_017582 	chr1:154521051-154531120
7969003	9.20485025	8.757952	9.295824	9.868235	8.89739	ITM2B	NM_021999 	chr13:48807306-48836232
7908553	9.20375625	8.761811	9.34586	9.14974	9.557614	PTPRC	NM_002838 	chr1:198607801-198726545
8059650	9.19974775	8.454268	9.544329	9.388933	9.411461	SP110	NM_080424 	chr2:231033652-231084688
7946569	9.1995295	9.155596	7.78203	10.04639	9.814102	RNF141	NM_016422 	chr11:10533225-10562774
7915787	9.19873375	8.999285	8.912093	9.108	9.775557	PIK3R3	NM_003629 	chr1:46505812-46598467
7998604	9.19633425	9.811179	8.697352	9.082823	9.193983	HAGH	NM_005326 	chr16:1859104-1877195
7966315	9.196083	9.329082	9.473017	8.387787	9.594446	ARPC3	NM_005719 	chr12:110872706-110888158
8043105	9.19451075	10.32446	8.439069	9.734879	8.279635	KCMF1	NM_020122 	chr2:85198240-85281448
8047839	9.193386	9.355099	9.335986	9.736144	8.346315	CREB1	NM_004379 	chr2:208394672-208463582
8134454	9.193219	9.275408	9.375514	8.906644	9.21531	BRI3	NM_015379 	chr7:97910978-97920839
7970317	9.19016975	9.191408	9.048134	9.385771	9.135366	TFDP1	NM_007111 	chr13:114239053-114295788
7975989	9.18959275	9.060998	9.175754	9.288602	9.233017	C14orf156	NM_031210 	chr14:78174428-78183941
7944560	9.18863875	9.418993	8.826757	8.785996	9.722809	ARHGEF12	NM_015313 	chr11:120207946-120360645
8110450	9.18806325	8.770628	9.528555	9.317227	9.135843	HNRNPAB	NM_031266 	chr5:177631508-177638184
8115606	9.18461925	9.07677	9.220253	9.096947	9.344507	SLU7	NM_006425 	chr5:159830156-159846094
8066889	9.18309125	8.456957	9.730982	9.217543	9.326883	STAU1	NM_017453 	chr20:47729876-47804904
8105191	9.1820845	8.600327	9.102484	9.408235	9.617292	PARP8	NM_001178055 	chr5:49962813-50142356
7921868	9.18190325	9.165802	9.422232	9.004953	9.134626	FCGR3A	NM_000569 	chr1:161511549-161520381
7930422	9.18167675	8.776231	9.120965	9.577169	9.252342	SMC3	NM_005445 	chr10:112327449-112364394
7980463	9.181553	9.044873	8.748298	9.427111	9.50593	SNW1	NM_012245 	chr14:78183942-78227501
7981290	9.17924025	8.999821	8.939055	9.37739	9.400695	WARS	NM_004184 	chr14:100800125-100842680
8030277	9.17628925	9.007975	9.188238	9.358324	9.15062	CD37	NM_001774 	chr19:49838428-49843863
8001149	9.175717	8.749029	9.765159	9.206383	8.982297	VPS35	NM_018206 	chr16:46693589-46723093
8109528	9.17546875	9.247966	8.995534	9.66325	8.795125	CYFIP2	NM_001037332 	chr5:156693091-156822606
8147228	9.17508625	8.67533	9.312916	8.929862	9.782237	DECR1	NM_001359 	chr8:91013580-91064227
8048146	9.1710525	9.421457	9.285213	9.528296	8.449244	XRCC5	NM_021141 	chr2:216972190-217071003
7897620	9.16950225	9.105062	9.76018	9.304167	8.5086	PGD	NM_002631 	chr1:10459085-10480201
8132943	9.16853125	8.701514	9.248135	9.308781	9.415695	CCT6A	NM_001762 	chr7:56119378-56131682
8051066	9.16734875	8.814703	10.11895	7.475192	10.26055	MPV17	NM_002437 	chr2:27532360-27545969
7899273	9.1660015	10.12347	6.49521	10.15324	9.892086	NUDC	NM_006600 	chr1:27248217-27273353
8163896	9.165212	9.649421	9.7059	8.860091	8.445436	STOM	NM_004099 	chr9:124101353-124132545
7919271	9.16447	9.3266	8.9942	9.320176	9.016904	NBPF11	NM_183372 	chr1:146032648-146082765
8138547	9.16124775	8.877402	8.977897	9.519928	9.269764	TOMM7	NM_019059 	chr7:22852251-22862491
7917771	9.16015975	9.046788	9.677667	8.720181	9.196003	DNTTIP2	NM_014597 	chr1:94331839-94344743
7944179	9.1596435	6.991431	9.883788	10.34424	9.419115	CD3E	NM_000733 	chr11:118175452-118186890
7930276	9.15950475	9.00071	9.569833	9.102104	8.965372	SLK	NM_014720 	chr10:105726959-105788991
7974483	9.1592905	9.20999	9.164452	8.842023	9.420697	KTN1	NM_182926 	chr14:56047024-56151297
8178220	9.15684775	9.577525	9.076162	9.021938	8.951766	HLA-DPB1	NM_002121 	chr6:33043748-33043918
8109368	9.153358	9.731018	8.133656	9.421272	9.327486	G3BP1	NM_005754 	chr5:151151471-151184915
8122672	9.152428	9.425993	9.161366	9.041068	8.981285	TAB2	NM_015093 	chr6:149639063-149732749
8135250	9.150585	9.938864	9.665684	8.802445	8.195347	PSMC2	NM_002803 	chr7:102988089-103008656
7971820	9.14952175	9.192445	8.838544	9.277699	9.289399	VPS36	NM_016075 	chr13:52986737-53024798
8125825	9.14923975	9.227809	9.100367	9.364511	8.904272	NUDT3	NM_006703 	chr6:34255997-34360451
8142878	9.14624825	9.728122	11.20837	8.894067	6.754434	CDC26	NM_139286 	chr7:129049954-129050211
7921752	9.14307225	9.292319	9.043298	9.194249	9.042423	ARHGAP30	NM_001025598 	chr1:161016732-161039760
7961489	9.142452	8.919016	9.285308	9.261316	9.104168	WBP11	NM_016312 	chr12:14939410-14956401
8048940	9.1409415	8.689548	9.076239	9.196779	9.6012	SP100	NM_001080391 	chr2:231280926-231407799
8006820	9.14046725	9.566008	8.384589	9.091323	9.519949	LASP1	NM_006148 	chr17:37026320-37078023
7946559	9.1367495	9.777345	9.765819	8.729477	8.274357	GNG10	NM_001017998 	chr11:10292746-10293828
7933228	9.13240075	9.927932	10.18576	8.356865	8.059046	MARCH8	NM_001002265 	chr10:45950041-46090354
8109597	9.130229	9.043471	9.241693	9.161735	9.074017	UBLCP1	NM_145049 	chr5:158690279-158713044
7929132	9.1285245	8.801859	9.296924	9.266294	9.149021	PCGF5	NM_032373 	chr10:92922775-93044088
7955787	9.127677	9.157815	8.968176	9.430178	8.954539	SP1	NM_138473 	chr12:53773978-53810230
8095773	9.127373	9.35419	9.022406	8.970866	9.16203	USO1	NM_003715 	chr4:76649782-76735439
7989013	9.12475875	9.585972	9.180926	9.106591	8.625546	RSL24D1	NM_016304 	chr15:55473512-55489231
7950544	9.124529	8.652067	9.662797	8.882446	9.300806	PRKRIR	NM_004705 	chr11:76061000-76091986
8170891	9.12299625	8.949195	8.887632	9.671636	8.983522	GDI1	NM_001493 	chrX:153665266-153671814
8109620	9.121043	8.793571	9.872108	8.456018	9.362475	TTC1	NM_003314 	chr5:159436130-159492550
8007397	9.120767	8.940303	8.84967	9.424708	9.268387	PSME3	NM_176863 	chr17:40985423-40995777
7983502	9.119717	9.259514	9.567722	9.244807	8.406825	PLDN	NM_012388 	chr15:45879417-45902393
8164607	9.11952975	8.633971	9.472019	9.16746	9.204669	FNBP1	NM_015033 	chr9:132649466-132805473
8041197	9.118628	8.83388	9.012383	9.554049	9.0742	YPEL5	NM_001127401 	chr2:30369807-30383399
8163882	9.11767225	9.695316	9.122335	9.039811	8.613227	RAB14	NM_016322 	chr9:123940415-123964149
7963750	9.117135	9.711792	10.03955	10.04078	6.676418	CBX5	NM_012117 	chr12:54634736-54673886
8088700	9.11648175	8.646227	9.162561	9.43885	9.218289	TMF1	NM_007114 	chr3:69068978-69101484
8179322	9.11553075	9.017025	9.095501	9.235456	9.114141	HSPA1A	NM_005345 	chr6:31783337-31785719
8041015	9.114839	8.848978	9.870998	8.966475	8.772905	SLC4A1AP	NM_018158 	chr2:27886338-27917836
7971513	9.11472825	8.800234	9.472676	9.485199	8.700804	ESD	NM_001984 	chr13:47345391-47371367
8021208	9.109026	8.902502	9.193585	9.13925	9.200767	ME2	NM_002396 	chr18:48405435-48474260
7983744	9.1085665	9.40438	8.969351	9.656711	8.403824	TMOD3	NM_014547 	chr15:52121863-52202186
8144931	9.10653125	9.368781	9.286802	9.030626	8.739916	ATP6V1B2	NM_001693 	chr8:20054704-20079207
8147049	9.10494975	10.60166	9.757018	7.196782	8.864339	FABP5	NM_001444 	chr8:82192760-82197008
7986250	9.10133925	8.627305	9.317832	8.982011	9.478209	CHD2	NM_001271 	chr15:93443419-93565392
7915758	9.0973775	9.352867	7.670152	9.464616	9.901875	GPBP1L1	NM_021639 	chr1:46092976-46152281
8160238	9.096909	9.010537	9.171902	9.103684	9.101513	PSIP1	NM_033222 	chr9:15464064-15511017
8173444	9.095884	8.455901	10.38389	8.447248	9.096497	IL2RG	NM_000206 	chrX:70327254-70331463
8129045	9.09290675	8.848867	9.007034	9.197931	9.317795	HDAC2	NM_001527 	chr6:114257326-114292366
7914791	9.09210425	9.04937	8.788898	9.821054	8.709095	SFPQ	NM_005066 	chr1:35641984-35658749
7997520	9.08725025	8.473959	9.431833	10.06859	8.374619	HSBP1	NM_001537 	chr16:83841593-83846594
7912198	9.0853715	8.968927	9.35087	9.290518	8.731171	ENO1	NM_001428 	chr1:8921061-9056126
8093936	9.08012975	9.002225	8.708496	9.280761	9.329037	MRFAP1	NM_033296 	chr4:6641818-6644457
7915733	9.07951125	9.091051	9.034756	8.666399	9.525839	PRDX1	NM_002574 	chr1:45976707-45987628
8024238	9.07774425	10.79271	10.02285	9.130204	6.365213	CIRBP	NM_001280 	chr19:1269334-1273171
8055980	9.07470875	8.690736	9.185552	9.578009	8.844538	CYTIP	NM_004288 	chr2:158271131-158300604
8127145	9.073738	9.787333	7.657181	9.793958	9.05648	ELOVL5	NM_021814 	chr6:53132196-53213947
7994131	9.073188	8.856311	9.251012	9.610802	8.574627	PRKCB	NM_002738 	chr16:23847322-24231857
8120102	9.0681205	9.593549	8.613557	9.320105	8.745271	CD2AP	NM_012120 	chr6:47445940-47594661
8057887	9.06810925	8.525176	9.231715	9.054464	9.461082	STK17B	NM_004226 	chr2:197001668-197036307
8140037	9.06800175	9.674819	8.894499	8.723719	8.97897	BAZ1B	NM_032408 	chr7:72854733-72936615
7951408	9.0670955	9.512255	8.897425	9.644593	8.214109	CARD16	NM_052889 	chr11:104912053-104916103
8015545	9.065236	8.993737	9.603542	8.532708	9.130957	RAB5C	NM_201434 	chr17:40276997-40307031
8108472	9.064421	9.091106	9.108227	8.22159	9.836761	PURA	NM_005859 	chr5:139493708-139496321
8167790	9.05999875	8.2549	9.34	9.826962	8.818133	TSR2	NM_058163 	chrX:54466834-54471920
7898161	9.0597295	8.68923	8.894359	9.403425	9.251904	EFHD2	NM_024329 	chr1:15736391-15756839
8123739	9.05910775	9.352683	9.272702	8.786768	8.824278	NRN1	NM_016588 	chr6:5998232-6007633
8129379	9.05890325	8.551925	9.779269	8.421745	9.482674	ECHDC1	NM_001002030 	chr6:127606925-127664747
7964250	9.05825425	8.712303	9.126234	9.418242	8.976238	PTGES3	NM_006601 	chr12:57057161-57082057
8042066	9.0566265	8.856297	9.105704	9.145741	9.118764	CCDC104	NM_080667 	chr2:55746740-55772215
7954940	9.05571825	8.478579	8.785736	9.803228	9.15533	PPHLN1	NM_016488 	chr12:42632249-42842422
8168087	9.05229275	8.756422	8.297403	9.839237	9.316109	IGBP1	NM_001551 	chrX:69353299-69386174
7928119	9.04978675	9.189373	8.644001	9.24586	9.119913	EIF4EBP2	NM_004096 	chr10:72163922-72188374
8084345	9.0497305	9.484378	9.035639	8.916519	8.762386	AP2M1	NM_004068 	chr3:183892634-183901879
7949075	9.04888825	8.63608	8.592105	9.552485	9.414883	TRMT112	NM_016404 	chr11:64084163-64085033
8171747	9.04664275	8.294747	8.681747	9.711167	9.49891	EIF1AX	NM_001412 	chrX:20142636-20159966
7925184	9.04653475	8.984262	9.329561	9.156877	8.715439	RBM34	NM_015014 	chr1:235294498-235324772
8123598	9.044167	10.09608	9.606295	8.256068	8.218225	SERPINB1	NM_030666 	chr6:2832566-2842240
7944876	9.04343225	9.016493	8.968282	9.608402	8.580552	NRGN	NM_006176 	chr11:124609742-124617104
8059596	9.043377	9.166826	9.005758	9.063342	8.937582	TRIP12	NM_004238 	chr2:230631930-230786655
8078984	9.041547	9.04999	9.022926	9.123567	8.969705	RPL14	NM_003973 	chr3:40498801-40503859
8075728	9.03952225	8.392727	9.089233	9.376394	9.299735	MYH9	NM_002473 	chr22:36677326-36784012
7922912	9.0389925	8.891359	9.184441	9.160192	8.919978	TPR	NM_003292 	chr1:186280784-186344760
8077652	9.03498875	8.987411	8.802868	9.129522	9.220154	ARPC4	NM_005718 	chr3:9834227-9870736
8018364	9.03328575	8.670712	8.41331	9.458928	9.590193	GRB2	NM_002086 	chr17:73314157-73401789
8114658	9.031193	9.093633	8.863997	9.018363	9.148779	DIAPH1	NM_005219 	chr5:140894589-140998563
8042503	9.0271465	8.206691	9.167553	8.336502	10.39784	MXD1	NM_002357 	chr2:70142203-70170077
8163402	9.018999	8.65926	8.848955	9.401484	9.166297	ROD1	NM_005156 	chr9:114980715-115095947
8094599	9.017913	9.031296	8.325973	8.9789	9.735483	KLF3	NM_016531 	chr4:38665817-38702663
8155192	9.013868	9.329705	7.939858	9.53134	9.254569	GLIPR2	NM_022343 	chr9:36136695-36163910
8159815	9.01385425	8.87232	9.446362	8.951468	8.785267	CBWD1	NM_001145355 	chr9:121039-179075
7906978	9.013111	8.828581	9.726105	8.494089	9.003669	MGST3	NM_004528 	chr1:165600098-165631033
7974352	9.00714425	8.327942	10.22857	8.522953	8.949112	C14orf166	NM_016039 	chr14:52456193-52471414
7980955	9.0066905	9.406928	9.15672	9.030092	8.433022	NDUFB1	NM_004545 	chr14:92582467-92588153
8139232	9.006627	8.864016	9.174168	9.367041	8.621283	PSMA2	NM_002787 	chr7:42956460-42971805
8009227	9.00622525	8.923629	9.030007	9.621916	8.449349	PSMC5	NM_002805 	chr17:61904787-61909387
8124280	9.00438725	8.855478	8.981891	9.045199	9.134981	FAM65B	NM_014722 	chr6:24804513-24911195
7956013	9.00313525	9.478037	9.499656	9.748189	7.286659	BLOC1S1	NM_001487 	chr12:56109818-56113484
8000131	9.001961	8.874694	9.013059	8.971581	9.14851	NPIPL3	NM_130464 	chr16:21413530-21436658
8135235	9.0017185	9.772575	8.354424	9.434731	8.445144	PMPCB	NM_004279 	chr7:102937873-102955133
8104298	9.0005805	9.422527	8.377035	8.722388	9.480372	NDUFS6	NM_004553 	chr5:1801499-1829610
8086498	9.00037175	8.768105	9.116427	8.629591	9.487364	KIAA1143	NM_020696 	chr3:44794526-44803158
