Gene	TSS	Coverage
CAPSL	chr5_35938881	22.3629788278
CHAC2	chr2_53994928	15.3684630583
CD5L	chr1_157811634	24.1280442573
RNF157	chr17_74236390	10.3346212797
SLC38A11	chr2_165812035	20.41215737
TNIK	chr3_171178197	12.0553688583
PPIB	chr15_64455354	10.1645303738
MAPK8IP3	chr16_1756220	8.52652397078
GLYR1	chr16_4897303	9.39491221838
PAFAH1B3	chr19_42806952	12.525770978
TTLL10	chr1_1109285	24.6113654349
ARPC2	chr2_219081816	10.6410725856
PAPD7	chr5_6746100	18.8712859668
NOSTRIN	chr2_169659106	20.1213471538
SEPT9	chr17_75277491	13.1109269549
C19orf73	chr19_49622397	9.87915025695
ELMO1	chr7_37393272	14.6153087439
ZNF534	chr19_52934666	19.6754934465
C1orf68	chr1_152691997	19.5014989955
EDARADD	chr1_236558715	18.5410609387
OR10V1	chr11_59481318	22.3049406879
UBE2J2	chr1_1209234	10.1758674534
FUT4	chr11_94277016	12.0579468752
SLC12A6	chr15_34629961	9.68539424671
CPSF6	chr12_69633316	11.8109086326
PPIG	chr2_170440849	10.9440880646
CXCR4	chr2_136875725	11.2019501937
ZAR1L	chr13_32886091	20.7389730487
SERPINB6	chr6_2971282	11.1489062996
PDCD11	chr10_105156411	12.3454944665
MSLN	chr16_810765	17.4790233368
MSLN	chr16_810764	17.482030222
TMEM101	chr17_42100519	28.1991957505
PROCA1	chr17_27038109	10.4978389418
BAIAP3	chr16_1383605	12.123760897
UHRF1BP1	chr6_34759793	13.3997662004
TYW3	chr1_75198839	13.2344244195
HAS3	chr16_69139466	17.2404867546
RAI14	chr5_34687663	21.3377268177
ETV1	chr7_14026139	20.827514295
SIK2	chr11_111473114	14.9991848079
FANCE	chr6_35420137	12.5815124247
PPP2R4	chr9_131873227	7.89620353587
RFNG	chr17_80009650	9.47465149943
SPATA9	chr5_95018714	23.1110577996
SCP2	chr1_53480609	20.194682081
SRSF12	chr6_89827800	13.893983754
TYW3	chr1_75198835	13.2406919554
GFRA2	chr8_21646346	13.0576419481
PTPRH	chr19_55720874	13.7636030754
MDK	chr11_46403204	9.98631020493
GPR176	chr15_40213093	14.5935358296
GCGR	chr17_79762007	15.5447431096
FKBP2	chr11_64008412	7.75028325957
PPIA	chr7_44836234	9.57006890846
HOXC13	chr12_54332575	15.0988116453
GBP7	chr1_89641723	21.9160062775
IGF1R	chr15_99191767	6.45951519088
CDH19	chr18_64271375	18.6496011153
ZNF557	chr19_7069470	10.6612763643
HMGCS1	chr5_43313614	11.468750426
COMP	chr19_18902114	16.0212976993
B9D2	chr19_41870078	8.05525781821
BOLA2	chr16_29466285	11.778995139
CEMP1	chr16_2581409	9.98285867509
DBNL	chr7_44084238	10.5792224355
LSAMP	chr3_116164385	14.706107564
PLCH2	chr1_2407753	18.7975418599
KLK10	chr19_51522954	16.7564107619
C12orf4	chr12_4647674	13.0516822346
CNGB1	chr16_58005020	20.1660261116
BDNF	chr11_27741294	15.8899959086
ANO2	chr12_6054425	19.825011443
B4GALT3	chr1_161147758	14.5738709603
OR52E6	chr11_5863127	20.748819152
PLEKHG1	chr6_150920998	14.5400272039
FOXP1	chr3_71632904	8.66733392005
TRIM55	chr8_67039277	20.6358141856
ZFP36L2	chr2_43453745	7.43331027614
UPP1	chr7_48128736	11.708186554
SUCLA2	chr13_48575462	12.981430362
OR4N2	chr14_20271928	32.7911967535
CLRN3	chr10_129691211	23.2575312993
TMEM107	chr17_8079714	17.1260814423
UNC5D	chr8_35092974	17.5287390633
ADCY7	chr16_50321822	18.7571800172
GJD2	chr15_35046782	17.2346496751
PSMB2	chr1_36107445	22.102547023
LRP3	chr19_33685598	11.5764280185
TOX4	chr14_21945334	11.0577932576
MTFR1	chr8_66556887	14.407666469
HNRNPH1	chr5_179050711	7.67557241447
WDR59	chr16_75019017	11.1392301999
KRTAP5-7	chr11_71238312	21.8367742087
MALL	chr2_110874143	21.0599003808
FASTKD1	chr2_170430431	14.9568506163
DEFB129	chr20_207898	19.1677342232
PRODH	chr22_18923964	18.5938391152
TRPM1	chr15_31393929	21.803898157
P2RY6	chr11_72976280	19.0612917976
PRSS33	chr16_2836708	10.129193752
ZNF620	chr3_40547601	16.4789299627
ADH7	chr4_100356667	21.7828297162
ZNF211	chr19_58144534	14.7909449499
KIF22	chr16_29802288	12.1252289995
RAB8B	chr15_63481727	12.1296163075
PIK3R1	chr5_67586466	19.6432571644
SLX4	chr16_3661585	11.9789330021
RAB40C	chr16_639356	6.43573650128
PKD2L2	chr5_137225124	16.3143855506
PPP2R2C	chr4_6474326	13.9084725954
SRA1	chr5_139937678	12.9470225677
KCNK10	chr14_88793256	18.4152134962
CLCN2	chr3_184079439	12.4117317849
CHN2	chr7_29234120	16.7238695915
NKX2-8	chr14_37051786	16.577246373
NFATC4	chr14_24838358	15.7954806732
ARPP19	chr15_52861329	14.2852142181
CCL5	chr17_34207377	18.4591148727
TMEM150A	chr2_85829822	12.2225817777
TTLL2	chr6_167738573	20.0601417251
BATF	chr14_75988783	18.6524541108
RHPN2	chr19_33555824	13.5803590489
SPAG16	chr2_214149102	20.7484720625
RP1L1	chr8_10512617	23.2789813307
NAP1L4	chr11_3013607	10.5124654866
OPRK1	chr8_54164257	17.152158511
GLIPR1L1	chr12_75728418	16.496410027
NTSR1	chr20_61340188	15.4749396523
DNAJC27	chr2_25194963	12.6234322441
RPL7A	chr9_136215068	11.8173019667
DECR2	chr16_451857	8.94047182548
TPRKB	chr2_73964517	12.576798516
BDNF	chr11_27722600	21.4356406572
NETO1	chr18_70534810	13.1928659741
ANO9	chr11_442011	15.4585379375
FRG1	chr4_190861973	52.9298995766
C17orf96	chr17_36831187	14.242747792
CEBPE	chr14_23588820	15.4494429185
NR2E1	chr6_108489226	17.2505014144
GJB3	chr1_35247910	17.6568116761
PNPT1	chr2_55921045	14.9148440666
FNBP1	chr9_132805473	11.8435032245
TRIM2	chr4_154178510	20.1533834009
CENPE	chr4_104119566	15.298916552
SMAD4	chr18_48556582	10.5364709948
NUBPL	chr14_32047121	23.4436211851
DGKZ	chr11_46354454	15.8107268116
OR5M3	chr11_56238014	21.2153896091
SHC1	chr1_154946959	9.48033984994
ZNF629	chr16_30798523	13.8840319905
LCMT1	chr16_25123046	13.4494786945
SLC36A3	chr5_150683334	21.7119586829
ADCK5	chr8_145597703	10.7908532407
BCL6	chr3_187452695	21.1011003742
SEC14L4	chr22_30901698	19.9787529609
PJA2	chr5_108745675	8.60969591223
NOS2	chr17_26127555	21.6662081478
RHOC	chr1_113250025	13.3840547216
ADRA2B	chr2_96781984	14.3792576886
PARP15	chr3_122334461	20.149908809
PABPN1	chr14_23789396	12.8443261201
BTD	chr3_15643475	10.1004691113
HMGN4	chr6_26538571	12.4750599917
TMX4	chr20_8000476	11.8668667136
SLC25A25	chr9_130853742	18.07940257
PRKAR1A	chr17_66507920	12.0545608402
TMEM2	chr9_74383800	9.66914382781
CDC42EP2	chr11_65082288	11.667453471
SRPK2	chr7_104939226	20.7589487769
AP1S1	chr7_100797685	12.5854561423
TAX1BP1	chr7_27779713	13.4029522315
SAFB	chr19_5623045	10.3129524421
CD63	chr12_56122922	9.79170732582
CLEC10A	chr17_6983600	20.3733102081
PROZ	chr13_113812967	16.8686566108
NXN	chr17_767351	21.5581098929
ZNF251	chr8_145980970	10.814027662
CENPQ	chr6_49431095	13.4773631306
NLE1	chr17_33469334	14.2930509403
UGT2A3	chr4_69817509	20.7162974666
CIR1	chr2_175260443	13.5456888118
PANK1	chr10_91405329	15.7615503837
CHL1	chr3_239325	13.1908992607
ELOVL5	chr6_53213977	12.8838357601
APBB2	chr4_40859172	32.3120524713
TMEM11	chr17_21117908	13.9553776787
CES3	chr16_66995131	16.5045313175
NAPB	chr20_23402156	12.0775188508
PDCD10	chr3_167452630	10.6656585661
KRTAP13-2	chr21_31744557	21.6883118187
PSMG2	chr18_12658737	14.978735326
RUFY3	chr4_71570653	12.3794664323
SPSB2	chr12_6982521	11.7623134741
LPXN	chr11_58345712	9.39897407653
SALL3	chr18_76740274	10.211144337
P2RY2	chr11_72929501	13.5018148575
IFI27	chr14_94577160	20.0392878313
RNF10	chr12_120972131	10.3045346275
MEIS2	chr15_37391597	12.4172523643
GRM2	chr3_51741080	15.4378087711
EPHB6	chr7_142552775	13.2659284431
UBE2U	chr1_64669489	20.6776456359
AMPD1	chr1_115238239	20.9183705438
MDN1	chr6_90529513	13.9484165993
CYP4F2	chr19_16008930	17.0700091396
MYF6	chr12_81101407	18.0577539809
ZBTB17	chr1_16302627	13.1320759094
ZCCHC17	chr1_31769828	13.0386764615
PRDM2	chr1_14026734	15.6926365189
CD1C	chr1_158259562	22.881618998
TMED6	chr16_69385712	19.0710762713
KRTCAP3	chr2_27665232	15.4590808709
KCNA2	chr1_111148975	17.3507817255
CHN2	chr7_29237356	22.7434281566
FOXO1	chr13_41240734	8.72228308389
RIN2	chr20_19870209	22.6448924102
NRP2	chr2_206547223	16.4391458551
LMO2	chr11_33891371	11.2492956839
NIPSNAP3A	chr9_107509968	13.7307512357
OPLAH	chr8_145115606	13.0377187193
ZNF569	chr19_37958339	13.521592743
FSTL1	chr3_120169918	15.6875953999
KLRC1	chr12_10605979	20.810597122
GAD1	chr2_171673199	11.7595073579
HIST1H1D	chr6_26235216	16.8528500954
MGAT1	chr5_180230902	11.538806356
SUV420H2	chr19_55851220	6.68333169557
PPIF	chr10_81107219	11.755306097
GFRAL	chr6_55192266	21.343956057
APPL1	chr3_57261764	12.3436603318
NCOR1	chr17_16097953	30.7175640056
DEFB119	chr20_29978452	22.2712684064
PTPRG	chr3_61547242	18.6780328878
FAM172A	chr5_93447404	14.3110960639
UBE2V2	chr8_48920994	10.3425284186
CFLAR	chr2_201997687	13.4201592221
ZNF574	chr19_42580289	10.323637225
ATF6B	chr6_32096017	9.43083817757
RUNX2	chr6_45390313	11.7287079765
NCKAP1L	chr12_54891494	13.833263299
BMF	chr15_40401085	12.0218894794
ZNF710	chr15_90544722	9.59438735113
CDC14B	chr9_99382112	12.4629867284
CAPN10	chr2_241526132	9.0481040195
CSPG5	chr3_47621730	21.3174875822
TRPV4	chr12_110271212	18.5683186717
OR51D1	chr11_4660944	22.6193570392
SOX30	chr5_157079428	16.8990025619
MAPK1	chr22_22221970	10.181428133
KPNB1	chr17_45728561	11.1592718282
TF	chr3_133464976	20.9055971463
S100A11	chr1_152009511	15.9289454537
A2M	chr12_9268558	21.1506344061
MADD	chr11_47290926	9.96609392515
NME6	chr3_48343175	13.6036294474
SCG3	chr15_51973549	20.0302912687
RIT1	chr1_155880706	11.9821037332
GJA1	chr6_121756722	18.912796766
ATG9A	chr2_220094410	11.972270766
TMEM72	chr10_45406763	22.1700255552
SDHB	chr1_17380665	11.5902855295
ALKBH1	chr14_78174356	14.875546843
SLC17A2	chr6_25926107	21.6257323134
GUCY2C	chr12_14849519	18.7956002948
SLC25A41	chr19_6433790	18.2651021055
GRK7	chr3_141497042	20.2122954937
INSR	chr19_7294011	11.4108138837
ANO5	chr11_22214721	17.7498936486
RNF40	chr16_30773609	11.0724396553
IMPA1	chr8_82598589	12.761871121
EPHX1	chr1_225997775	18.2151436679
OIT3	chr10_74653313	18.7936144976
PUS3	chr11_125773116	14.2231976654
WDR46	chr6_33257304	11.0308023565
DGCR8	chr22_20067754	10.9025527538
ALDH1L1	chr3_125899645	20.9515259074
NARFL	chr16_791038	10.695490454
PNMAL1	chr19_46974820	18.5220711339
NCOR2	chr12_125052010	10.4882677996
PCMT1	chr6_150070830	10.6447616058
CYP26A1	chr10_94833231	17.4139596287
SPR	chr2_73114511	15.7802176804
AMZ1	chr7_2727835	16.88273738
RAMP2	chr17_40913211	16.7498781097
GDF3	chr12_7848360	20.5987964644
SELK	chr3_53925989	13.712522225
TSSK3	chr1_32827861	15.7600831122
RAD54B	chr8_95449180	21.919363987
SULT1A1	chr16_28634907	15.3692072827
ALDH4A1	chr1_19217385	26.8219433245
BLID	chr11_121986923	23.4305006627
ZNF320	chr19_53394599	20.8700521733
PLEC	chr8_145050913	10.4959060612
CCT5	chr5_10250648	13.4055992121
GAN	chr16_81348570	10.7234098897
DIAPH1	chr5_140998622	9.73906546219
SEZ6L2	chr16_29910585	11.521080714
PIK3R3	chr1_46598467	12.5792882403
ABI2	chr2_204231606	23.2622020968
GORAB	chr1_170501262	19.5033398337
FDFT1	chr8_11666652	16.0062177298
CCL20	chr2_228678557	20.1371657609
LIMD2	chr17_61777519	8.32945216541
SLC14A1	chr18_43306917	20.9158150139
CD164L2	chr1_27709823	13.8165603146
THOC1	chr18_268059	13.1527933226
TAF13	chr1_109618624	14.0379820005
TRMT2A	chr22_20104818	8.44860026198
PROL1	chr4_71263598	21.3971733179
SLC25A44	chr1_156163722	11.7987567704
LPAR2	chr19_19739039	12.1528720552
C2orf57	chr2_232457574	23.2911796753
SMARCA4	chr19_11071807	8.30207630289
OR7C1	chr19_14910948	23.3745652819
SYT7	chr11_61348344	10.2847663354
MEGF9	chr9_123476765	8.90982505412
GORASP2	chr2_171785035	13.6926630398
ARHGAP27	chr17_43510282	13.1895925166
STX8	chr17_9479275	16.6776342265
AKT1	chr14_105259938	14.9316229659
FAM187B	chr19_35719628	18.922216253
AGPAT3	chr21_45345278	19.7712746967
RGS10	chr10_121296045	20.6280885024
CTAGE5	chr14_39735501	14.8737236422
SEC16B	chr1_177939050	21.3204245328
ITM2B	chr13_48807273	10.334105202
HSD11B1L	chr19_5680775	7.68342737375
GABRA6	chr5_161112657	20.5474441499
LAPTM5	chr1_31230683	15.7738248141
VPS8	chr3_184529930	12.0254091432
RAD54B	chr8_95487343	16.2859683752
EPDR1	chr7_37960162	17.2173625559
CDR2	chr16_22385938	14.3380914195
APOE	chr19_45409005	15.1729259381
ARFGAP1	chr20_61915466	17.0648022619
MARCH4	chr2_217236750	17.1624539196
SRF	chr6_43139032	8.45436297665
SUGP1	chr19_19431321	10.4459779891
TMEM132B	chr12_126106997	23.1378101573
CYP26A1	chr10_94833646	17.9196693867
WBP1	chr2_74685526	9.56839312369
RABIF	chr1_202858385	11.7560523216
BCAS1	chr20_52687304	21.7699939203
CBLB	chr3_105587887	12.1381337961
FZR1	chr19_3506294	8.47838927034
ASAP2	chr2_9346893	10.6430885853
RPUSD2	chr15_40861491	15.2361820801
SEPT4	chr17_56605408	19.3222954922
SLC11A2	chr12_51403053	17.4906349527
EMP2	chr16_10674573	19.4747064394
OR51V1	chr11_5221930	23.8961747097
CAST	chr5_95997740	12.7203976256
TRIM16L	chr17_18625401	20.628036789
ASB3	chr2_54013985	14.427839565
ZFP42	chr4_188916924	16.0773419678
RAD23A	chr19_13056627	10.7536997362
SMPD3	chr16_68482409	13.3444396322
TPSG1	chr16_1275254	17.4805267794
XPO6	chr16_28223239	9.74602261215
ZFP30	chr19_38146313	13.6006601364
REM2	chr14_23352431	14.8875966716
FOXRED1	chr11_126138934	9.85557558926
TIMM13	chr19_2427914	9.5155484471
KALRN	chr3_123813557	24.2551923769
TOLLIP	chr11_1330892	8.31793511556
TAF15	chr17_34136458	12.9990827209
STAG3L3	chr7_72476466	14.5424723492
HSPA5	chr9_128003666	10.3056498102
RNASE3	chr14_21359561	20.8733588152
PLCH1	chr3_155421997	21.2982037629
AXIN1	chr16_402676	5.20892736289
PAX6	chr11_31833890	14.7403279979
MAP1LC3C	chr1_242162385	22.0848425086
CSTF1	chr20_54967426	9.96130372373
LMX1A	chr1_165325478	18.1056238371
MPP4	chr2_202563417	23.9071103641
GOLGA3	chr12_133405426	9.05895931831
PUF60	chr8_144911556	10.3152509137
NKX6-1	chr4_85419387	14.8332182598
NLRP6	chr11_278569	15.3707567227
SLC38A6	chr14_61447831	15.2094897089
C3	chr19_6720693	17.8398477466
ALOXE3	chr17_8022234	13.9698264554
SPC25	chr2_169746944	16.6776520755
MRPS16	chr10_75012451	12.5426397509
HIST1H1B	chr6_27835359	16.3989708166
OR10Q1	chr11_57996390	19.1261966958
SVIL	chr10_30024730	10.7352428914
WARS	chr14_100842680	8.93105318852
TMEM86A	chr11_18720281	14.1955524585
TTC31	chr2_74710199	10.0230719728
BHLHE41	chr12_26278003	14.069239714
ZNF570	chr19_37959959	13.5055655687
COMT	chr22_19939044	19.17659296
CCNA1	chr13_37006408	14.1901509189
APOH	chr17_64225556	21.2659235208
BICD2	chr9_95527083	8.45075760052
C22orf46	chr22_42086546	17.3555535536
CACNA2D4	chr12_2027870	17.3185784559
HSPB3	chr5_53751430	20.539426878
MED20	chr6_41888885	10.648425355
SAMD10	chr20_62610995	11.0774888317
PHACTR3	chr20_58203663	22.282121116
PITX2	chr4_111563279	20.779118363
BTNL9	chr5_180467224	20.5344465048
ZNF200	chr16_3285456	8.21031124131
PGM1	chr1_64088886	22.2586315753
GABPA	chr21_27107328	9.98140614373
SQRDL	chr15_45923345	20.4723427358
PIH1D1	chr19_49955115	9.79848014616
LPIN1	chr2_11817704	21.0222726637
TRAF1	chr9_123689173	18.8844260651
IL11	chr19_55881831	15.1178993063
SMAD5	chr5_135468533	15.5779425153
MAN2A2	chr15_91447419	13.5128741427
CDK15	chr2_202671151	21.6386860697
MOS	chr8_57026541	19.9212718788
CIB4	chr2_26864211	24.0052414771
SNTB1	chr8_121824309	13.0113635834
C20orf194	chr20_3388309	10.6987203469
GDF6	chr8_97173020	15.6565386979
TMPRSS3	chr21_43816200	21.2151329149
BANK1	chr4_102711763	15.5619113465
FGA	chr4_155511897	19.988033541
AACS	chr12_125549924	13.0022710216
LNX1	chr4_54424436	21.4982302227
FHAD1	chr1_15573767	16.6410402375
MDC1	chr6_30685458	8.90757945238
TMED7	chr5_114961876	10.6718762422
PRKRIR	chr11_76092009	10.0693033535
VPS36	chr13_53024379	11.8302733972
FAM129B	chr9_130341286	16.9142486793
AIF1	chr6_31583788	11.6997049576
ARF4	chr3_57583215	9.24791833965
MPI	chr15_75182351	14.6283298281
CHRAC1	chr8_141522080	8.9983400051
PCBP4	chr3_52001482	12.4992973263
RPRD1A	chr18_33647557	12.9861754557
FAM132A	chr1_1182102	13.8173986157
ZNF91	chr19_23578362	16.9353808753
C15orf41	chr15_36871803	14.3160424251
RBM27	chr5_145583162	12.7580639407
TMEM45B	chr11_129685740	16.9714854616
SHB	chr9_38069210	10.1167582621
F2RL2	chr5_75919259	18.7137588251
EXPH5	chr11_108464374	15.7495459649
MGAT4A	chr2_99347589	9.21014962988
SCMH1	chr1_41628689	21.8339321784
AURKB	chr17_8113944	13.6642615864
RB1	chr13_48877882	10.9571593618
TMEM192	chr4_166034024	14.0068798686
FKBP11	chr12_49319330	14.7051672469
PDCL	chr9_125590935	12.1921403685
SOX12	chr20_306214	9.35744275143
FAM178B	chr2_97652301	20.5764433147
ATP6V1A	chr3_113465865	9.17118548445
HES6	chr2_239148765	9.32104753132
ITPKB	chr1_226926876	11.7929214485
WRB	chr21_40752212	13.4562018224
ISG15	chr1_948846	13.1652662484
AVEN	chr15_34331303	13.0562682502
DHX40	chr17_57642885	12.5645491418
SH3BP5L	chr1_249120154	10.6705200662
HPGDS	chr4_95264027	20.875861502
BTNL2	chr6_32374907	24.6869017786
HTR3B	chr11_113775517	21.9986966089
LAMB3	chr1_209825674	17.5451759421
GTPBP2	chr6_43596983	8.2099385657
FAM104A	chr17_71223856	18.0481274482
ZC3H18	chr16_88636788	9.62131200029
PAX6	chr11_31839509	18.8261445433
STIL	chr1_47779819	38.0735760788
PRPS1L1	chr7_18067486	21.1288880732
BFSP1	chr20_17539605	20.2496565116
DPP10	chr2_115822246	21.3992244822
NEK6	chr9_127020529	10.4746211867
PEX3	chr6_143771917	14.1719053005
TMEM106B	chr7_12250847	15.5173188787
SPIRE2	chr16_89894906	11.5310619831
RPS24	chr10_79793517	12.0851870034
RABGEF1	chr7_66205642	9.79543949218
ZNF652	chr17_47439835	10.5090768792
CD8A	chr2_87035519	13.8463380184
DNAJB12	chr10_74114907	11.6818030054
IL15RA	chr10_6020150	15.2575966514
DCTN5	chr16_23652686	12.649185405
TMEM30A	chr6_75994632	10.4071413005
RNF144A	chr2_7057522	11.9769191952
CSF2	chr5_131409484	21.9023415167
CAMP	chr3_48264836	18.5436432646
FTSJ2	chr7_2281833	9.950084881
CREB3L4	chr1_153940314	11.8703597263
SNX21	chr20_44462469	16.475514677
NCS1	chr9_132962871	21.4197955739
SLC39A1	chr1_153940208	11.7640401857
TIMM50	chr19_39971051	12.3473351038
VIPR1	chr3_42530790	21.5087139236
ATAT1	chr6_30594662	11.8675926255
RHD	chr1_25598976	13.3597163364
PRDM8	chr4_81118656	16.86493101
CWF19L2	chr11_107328572	17.1332971152
CYB561	chr17_61523722	15.2991139066
RBM24	chr6_17281808	14.5437326441
PAFAH1B3	chr19_42806929	12.6470432637
KCNS3	chr2_18059113	18.3689195196
VANGL1	chr1_116184573	14.4231432734
IL12A	chr3_159706622	17.0870241635
DACT3	chr19_47157914	19.058981474
TNFRSF10A	chr8_23082680	12.1913734965
HIGD1A	chr3_42845934	14.0174220026
APP	chr21_27543138	12.3793099193
TES	chr7_115863004	20.7304964235
ACSL1	chr4_185747268	10.1821248652
GTF2F1	chr19_6393291	12.6224682631
MCF2L	chr13_113656027	21.2298602744
C2CD4B	chr15_62457482	17.0887651194
TRIM5	chr11_5706339	12.8368056542
ZNF480	chr19_52800421	12.3569514084
MEI1	chr22_42095517	15.6751344316
SLC25A40	chr7_87505692	11.5102051557
EPHX3	chr19_15343231	13.166323712
POLR3B	chr12_106751859	12.7702600259
LRP11	chr6_150185480	12.6488324185
ZNHIT3	chr17_34842470	13.2896636734
POLG	chr15_89878026	11.0886630667
ESM1	chr5_54281414	22.3889010922
FAM149A	chr4_187070326	19.5329064761
HIGD2A	chr5_175815783	8.78777233996
FAM8A1	chr6_17600517	11.825223498
DNAI2	chr17_72270385	18.3777736116
LSM2	chr6_31774761	11.1070667861
COL18A1	chr21_46875423	19.438282553
POLRMT	chr19_633568	11.2307310857
TACR1	chr2_75426645	18.6275247392
ESYT1	chr12_56521985	10.2936170728
UBE2C	chr20_44441671	14.4842255432
SDC2	chr8_97505881	17.6308497857
TMOD1	chr9_100263461	16.73718454
RSPO3	chr6_127440047	14.2148235054
ARMC4	chr10_28287979	16.6682245731
KEL	chr7_142659503	19.9869502511
DYNLRB2	chr16_80574630	15.5544674052
BMP8A	chr1_39957317	15.0480188388
C16orf54	chr16_29757340	13.4473113464
HLA-G	chr6_29794755	21.5028618435
TP63	chr3_189507448	22.6448141141
DCDC2	chr6_24358280	13.8811854122
MTHFD1L	chr6_151187468	14.3922379369
ZBTB16	chr11_113930430	12.1635984581
NMUR2	chr5_151784840	21.2139280438
C7orf69	chr7_47834888	22.1876547967
ZNF20	chr19_12251222	11.903916614
PSMD8	chr19_38865189	10.2285426573
NRG4	chr15_76304785	20.9499693879
YPEL2	chr17_57409052	9.29109852206
LSG1	chr3_194393206	14.1078721453
QRSL1	chr6_107077440	14.2273849312
CCDC90B	chr11_82997450	12.2622377025
RASL11A	chr13_27844463	13.1339861108
MASP2	chr1_11107296	20.5541203572
FADS2	chr11_61583875	11.8946206149
SLC4A4	chr4_72204769	18.7370797248
CINP	chr14_102829253	11.680271341
IL6ST	chr5_55290821	10.3905958354
MAP2K1	chr15_66679210	12.1902748567
SCAMP1	chr5_77656326	11.9755571471
OR4M1	chr14_20248481	28.0338420616
DAD1	chr14_23058143	13.0766126006
HHAT	chr1_210501595	18.1856223214
B4GALNT2	chr17_47209821	17.8255092599
CSAD	chr12_53574693	11.0057507976
CIZ1	chr9_130966662	13.5792028708
ITIH1	chr3_52811601	17.8892242299
CCT2	chr12_69979207	12.0878787233
AP2S1	chr19_47354026	13.0434487088
PODXL	chr7_131241376	15.2010734751
MPPED2	chr11_30607930	17.4115369659
MADD	chr11_47291670	8.44668089733
IFIT5	chr10_91174324	14.3673224994
NME7	chr1_169337201	13.1492032476
BATF3	chr1_212873327	10.4304086543
ADRBK2	chr22_25960860	11.9120169298
PSMG3	chr7_1609668	25.2921741724
RBM14	chr11_66384052	9.36971367158
LCN6	chr9_139642980	15.8774040073
STK24	chr13_99229405	8.034940002
SCPEP1	chr17_55055467	13.2425713643
TNIP2	chr4_2758103	8.89444561823
OR2F1	chr7_143657019	22.0276582933
TSC22D4	chr7_100076902	10.4243865918
PLEKHG2	chr19_39903749	10.0223263476
CPA2	chr7_129906702	24.1749902806
CD300LF	chr17_72709139	13.9007934114
PPP1R12C	chr19_55628968	10.0634627617
HIST1H2BD	chr6_26158348	13.0062629283
BAIAP2	chr17_79008946	8.33319814454
PHTF2	chr7_77469446	22.543391971
ZNF563	chr19_12444534	16.8263960898
SHPK	chr17_3539616	8.85442438348
SLC41A2	chr12_105322472	23.124402514
KLHL29	chr2_23608297	12.5916365204
SAMD13	chr1_84768333	18.2327843269
CPNE8	chr12_39299420	12.2397655473
NIT1	chr1_161087861	12.3686815495
CDC42EP3	chr2_37899342	11.9541322599
GBA3	chr4_22715711	22.5899535323
ARMC5	chr16_31469593	13.7978799032
TNS3	chr7_47621742	13.533846622
ACTL6A	chr3_179280667	9.71640864639
CCDC102B	chr18_66382490	14.4467181498
RPS25	chr11_118889057	9.90245814578
PAK1	chr11_77185108	10.1634686567
NT5DC3	chr12_104234975	10.0851276557
GPI	chr19_34855644	15.505756925
DCAF15	chr19_14063318	10.4454437499
FAM65B	chr6_24877593	18.3929678817
RGS3	chr9_116327233	18.052556421
C2orf70	chr2_26785480	17.3551658618
DNAJC7	chr17_40169715	12.2541680139
ISLR	chr15_74466086	20.6157242497
NID1	chr1_236228481	13.8220186748
ATF3	chr1_212738675	20.234350259
OXR1	chr8_107460151	19.7294732348
PRCC	chr1_156737273	11.9072673875
LHX6	chr9_124991091	16.9119302117
ISCU	chr12_108955238	12.9873009514
DENND5B	chr12_31743376	13.5273874113
IKBKE	chr1_206643585	15.8679987684
SEMA3B	chr3_50304989	17.3389173143
FLNC	chr7_128470482	13.7078077774
ARHGAP27	chr17_43507663	11.0575952518
PIGK	chr1_77685132	16.9411496299
ANXA4	chr2_69969126	15.1723894287
EXPH5	chr11_108464465	16.4911642285
PSMA2	chr7_42971805	14.3007399666
CYB561D1	chr1_110036657	13.884343327
ADAP1	chr7_960526	13.078355255
SLC36A4	chr11_92930621	11.679157633
DPEP1	chr16_89679715	18.798838487
PSMF1	chr20_1099239	13.2432629662
CCNJL	chr5_159739607	13.8468912123
MTA3	chr2_42795656	12.5137369973
RBMS1	chr2_161350318	11.2019467635
PUS1	chr12_132413744	8.30589444097
MMP2	chr16_55515468	22.0579358917
PCGF1	chr2_74734821	9.09728648396
GDA	chr9_74764266	18.7928351282
LYPD1	chr2_133429070	18.8489751621
ZNF175	chr19_52074530	14.4132378749
EOMES	chr3_27764206	16.0996643858
SLC7A8	chr14_23623659	16.4811776064
MYO7A	chr11_76839309	17.4929340924
GPX8	chr5_54455945	20.9356672059
OR3A2	chr17_3182268	24.4478652218
CHSY1	chr15_101792137	8.08669707111
NGEF	chr2_233877951	19.8046322426
LRRFIP2	chr3_37216706	16.3902221877
FPGS	chr9_130565459	10.4446768921
IER3	chr6_30712327	11.667928112
IFNA1	chr9_21440452	22.8032718429
TERT	chr5_1295162	16.3540021704
OLFML2A	chr9_127563152	19.991024947
AGAP3	chr7_150783508	8.77870480664
TMEM14C	chr6_10723147	15.4853865039
ARHGAP32	chr11_129062093	22.0525846049
STK33	chr11_8615555	19.8284464146
RNF111	chr15_59279864	12.7377687461
TGFB2	chr1_218518675	19.6619845656
FECH	chr18_55253969	13.0631571284
DMXL2	chr15_51914967	15.7121966852
SLFN13	chr17_33775856	14.2063582804
C19orf24	chr19_1275519	6.36279094958
WDR93	chr15_90234027	15.3591552107
GREM1	chr15_33010204	18.8605266797
