Gene	TSS	Coverage
ATXN7	chr3_63850232	6.92656335217
AHCTF1	chr1_247094726	3.87479873407
ADAMTS5	chr21_28339439	13.9234235608
SUPT5H	chr19_39936287	5.47690751745
NUDT15	chr13_48611702	6.45560091756
TSKS	chr19_50266515	11.8763385149
RPS28	chr19_8386383	5.21678113569
ITIH1	chr3_52812508	12.3402660642
DSPP	chr4_88529680	19.2473935766
RAP1GAP2	chr17_2699731	7.44216349449
RPS3A	chr4_152020724	4.57853240537
ATAD1	chr10_89577917	9.91958864035
C1orf159	chr1_1051736	6.29828846067
TMED1	chr19_10946416	4.21212245175
MANEAL	chr1_38259773	7.60547473098
RALGAPA2	chr20_20693266	3.7154008008
CRKL	chr22_21271713	3.02438069372
PVRIG	chr7_99816870	13.1385420011
SPIRE1	chr18_12657912	5.21225973488
NTNG1	chr1_107682539	12.5399887371
CDC42EP3	chr2_37899678	8.04978464076
CRYAB	chr11_111782750	11.1340620284
RAB28	chr4_13485989	5.36976492481
FES	chr15_91428275	7.83914148004
CDK10	chr16_89753075	5.62198951362
ATP13A2	chr1_17338467	3.85375594033
STARD5	chr15_81616524	6.44453876674
CRIP1	chr14_105953256	6.66434323641
NCOA4	chr10_51572363	3.9889863499
OTOF	chr2_26781566	10.6003509777
PAPL	chr19_39574944	11.3921101713
ANKRD27	chr19_33166102	6.0589215031
MYBPC1	chr12_101988708	14.0169684629
PEBP1	chr12_118573688	8.59816814725
IL20RA	chr6_137366317	13.6045771275
NOM1	chr7_156742416	1.66650043262
CDK5RAP3	chr17_46047893	7.65989585572
MIS12	chr17_5390212	3.90133558728
RIMKLB	chr12_8834272	14.7195308001
CSMD2	chr1_34630875	8.90418375347
CSRP1	chr1_201475967	9.59047502818
NRN1	chr6_6007838	5.89732332087
C16orf91	chr16_1470801	3.49146316476
C8orf58	chr8_22457113	2.89188149722
TMEM42	chr3_44903400	6.34905448956
KRT40	chr17_39143387	17.3429322095
MAMDC2	chr9_72658496	11.7131273965
NPFFR2	chr4_72904848	9.64103053612
NKAIN3	chr8_63161500	8.36145987305
DEFB1	chr8_6735529	13.2035285556
RGS9	chr17_63133455	4.96501171263
ASB14	chr3_57312980	15.3996870341
PNPLA6	chr19_7599635	7.51515807046
ABLIM1	chr10_116444414	13.376150974
XRN1	chr3_142166904	5.52427495315
CST4	chr20_23669662	14.0139169042
PLK2	chr5_57755966	3.10540432347
SLC5A12	chr11_26743574	13.4147035124
VTI1A	chr10_114206755	5.39615096738
KRT39	chr17_39123144	16.3076925638
POLI	chr18_51795848	9.5132211106
DDX49	chr19_19030483	2.42309506302
CLCN1	chr7_143013218	9.52134323604
HMGCLL1	chr6_55444012	10.3721852729
APOM	chr6_31623670	11.5725552059
RPL28	chr19_55897299	3.33888246184
DCT	chr13_95131936	13.7950870289
ATP13A1	chr19_19774503	6.13705530912
RSPH6A	chr19_46318605	9.07417610811
CFHR3	chr1_196743929	11.2379404886
TM7SF2	chr11_64879325	5.73790688941
UBASH3B	chr11_122526397	6.34758560296
SLC16A1	chr1_113498975	7.91721256479
RAB6A	chr11_73471138	9.47835629141
ACACA	chr17_35766902	3.5006041629
YY1	chr14_100705101	2.32565818005
CARM1	chr19_10982252	0.0
SPATA6	chr1_48937880	6.69952082329
SYNPO	chr5_150020206	11.14912072
NR4A1	chr12_52445185	4.54661382419
CTCFL	chr20_56100163	9.46964122757
TAS2R13	chr12_11062161	16.5538077642
RAP1GAP	chr1_21995856	12.2163110973
C12orf42	chr12_103889788	11.6050784736
OR2L2	chr1_248201473	13.1461961301
SPOCD1	chr1_32281652	6.00369570312
AIMP2	chr7_6048881	3.8513457657
TUBB6	chr18_12308057	7.52617122982
EPN3	chr17_48610047	13.9598567995
NDUFS1	chr2_207023918	9.49592248636
CRYBA4	chr22_27017927	13.5679346155
HEPACAM2	chr7_92848908	10.8679176399
FGG	chr4_155533902	10.2362648774
TCP11L2	chr12_106696568	4.01423063531
PHIP	chr6_79788011	2.45647863224
MRPL16	chr11_59578345	5.42883466691
RXRA	chr9_137218308	0.0
OR10H1	chr19_15918936	13.7479983227
MAP2K2	chr19_4124126	2.55899111168
FAM171A1	chr10_15413058	4.29734873613
NRCAM	chr7_107880614	16.9060399485
PADI1	chr1_17531620	14.8449273591
RNF43	chr17_56494943	10.7366091094
KIAA1467	chr12_13197314	7.33697974868
TP53AIP1	chr11_128807729	14.6770438
ORC2	chr2_201828424	6.79074940164
PCCA	chr13_100741268	6.70310854582
RAB3B	chr1_52456436	10.3576459275
SLCO1B1	chr12_21284127	17.502885755
PEX2	chr8_77912524	5.50030921366
TUBG2	chr17_40811265	10.1299088716
HIST1H2AH	chr6_27114860	5.9629039034
PGPEP1L	chr15_99551024	9.40660646604
C9orf50	chr9_132383055	8.6166661768
CXCL1	chr4_74735108	9.43302556231
MFAP2	chr1_17308081	16.6595394411
CACHD1	chr1_64971596	3.68924400805
UQCRFS1	chr19_29704136	4.79457446025
BHLHA15	chr7_97841565	8.44066740682
ZBTB25	chr14_64971931	4.92927333442
CACNB3	chr12_49209356	3.8525278279
FOXL2	chr3_138665982	6.79530268364
JDP2	chr14_75894919	0.0688800486467
CNTN1	chr12_41221739	15.977999854
FCRL6	chr1_159772172	13.4374882468
CCND3	chr6_42016632	5.05213452409
HBD	chr11_5255858	14.4863236454
ABL1	chr9_133710641	4.45465763545
GPBP1	chr5_56471274	10.1764885117
SPRED1	chr15_38545051	5.63149688791
SGCD	chr5_155753766	13.3230253288
TRIM24	chr7_138145078	3.51698817415
ATAD3A	chr1_1447909	3.94579620552
ARHGEF4	chr2_131674223	13.7606719792
NNMT	chr11_114166534	14.107742634
SMAD1	chr4_146402950	6.62425965032
CD200R1	chr3_112693937	11.666032826
IL27	chr16_28518155	7.98573631979
ZNF561	chr19_9731916	4.33642623405
TROVE2	chr1_193029003	5.88864011116
FAM102A	chr9_130742812	7.03836593649
CCDC33	chr15_74528629	14.8496248287
FBLN5	chr14_92414046	14.1022534533
TDRD1	chr10_115939028	13.7207227112
MPHOSPH9	chr12_123717785	1.85098428961
CD82	chr11_44587140	2.04038123773
THBS2	chr6_169654209	14.6667635529
NMS	chr2_101086943	15.5344116001
APOLD1	chr12_12878850	5.76652254495
ANXA7	chr10_75173841	4.27885524041
C8B	chr1_57431813	14.6373906052
TTC27	chr2_32853086	6.82536014082
C19orf53	chr19_13885256	2.85426344924
TTC38	chr22_46663860	6.41247829452
ASPA	chr17_3377403	16.1871517734
STAG3	chr7_99775365	5.47674202514
ZNF329	chr19_58662148	7.39074774206
KIAA0226	chr3_197463797	6.82410435389
TMEM119	chr12_108991894	10.553075572
HEXIM2	chr17_43237540	10.7474121256
ZNF829	chr19_37407193	6.46379667975
DBT	chr1_100715409	6.61093860062
CPLX2	chr5_175223609	12.4640109723
PKD1L2	chr16_81253975	16.8139770142
RDX	chr11_110167437	3.38535669783
HDGFRP3	chr15_83876770	5.79079675215
RNF31	chr14_24616658	3.54542522849
SLC39A11	chr17_71088853	8.02577539787
OR6C6	chr12_55689016	11.4842478094
RRAGA	chr9_19049371	5.21057739066
ADH7	chr4_100356291	13.7760104748
NBL1	chr1_19972259	10.1964163395
MINPP1	chr10_89267589	11.7073431895
PER1	chr17_8055753	4.19432145128
TREH	chr11_118550381	13.516350075
TFAP2B	chr6_50786438	12.8400068518
PPP1R8	chr1_28157251	4.63915879781
NES	chr1_156647189	7.51181718882
MCM4	chr8_48872762	4.12307674475
CEACAM3	chr19_42300521	11.0108290364
FOXK1	chr7_4721929	1.30607795162
ZNF232	chr17_5026397	12.2023092264
FAM126B	chr2_201936392	5.47641080777
EP400	chr12_132434464	2.58003164748
PGM2	chr4_37828281	5.03707441242
SLC29A1	chr6_44191362	4.85602216718
C16orf72	chr16_9185536	0.936039719974
ABR	chr17_1083268	5.20110090057
KRT23	chr17_39093895	13.4936906401
KCNK12	chr2_47797470	8.36332111036
FBXO11	chr2_48132932	2.47658582164
FAM107A	chr3_58563491	13.0267015521
FAM53C	chr5_137673703	3.58119965065
HN1	chr17_73149388	9.65156411987
HINT3	chr6_126277860	7.40447377181
PRRX2	chr9_132427919	11.1241610608
NIF3L1	chr2_201754049	5.99703492856
GBE1	chr3_81810950	6.72639258589
CRABP2	chr1_156675459	10.063625675
KANK2	chr19_11308243	5.56525791053
FGFBP1	chr4_15940363	14.3644772591
TCF3	chr19_1652328	1.97584300312
OSBP2	chr22_31218502	10.4680138294
CEP170	chr1_243418708	5.38459769585
MLST8	chr16_2255177	3.69028999842
NMU	chr4_56502465	8.13466840828
FKBPL	chr6_32098067	5.03825055055
HSD3B7	chr16_30996518	3.83451020422
PIK3C2G	chr12_18414473	15.4732100385
TUBA1B	chr12_49525304	2.41074870352
PARP11	chr12_3982614	5.20387355315
EHBP1L1	chr11_65343508	3.38880709919
ATAD3B	chr1_1407163	3.10789870333
IL17RB	chr3_53880576	8.74057892061
RAB22A	chr20_56884770	2.26236416628
EYA1	chr8_72268924	10.5941464403
PSMD6	chr3_64009282	2.40476653754
SELENBP1	chr1_151345210	9.05491391149
CBFA2T3	chr16_89043504	6.71488582807
C18orf25	chr18_43753987	1.79010334392
ADNP	chr20_49526328	15.4153670593
ZNF174	chr16_3451189	4.0368971707
ZFHX3	chr16_73082274	9.32933609224
EPC1	chr10_32636146	3.07906441306
GRM7	chr3_6902801	11.3057103104
MYO5A	chr15_52821247	3.95117668601
NDUFS2	chr1_161171936	5.31034513495
LIG4	chr13_108867130	7.06139320715
PGAP1	chr2_197791454	4.89226032161
SLC23A2	chr20_4982145	2.31900855352
PTPMT1	chr11_47586981	10.4290094916
CYP4F3	chr19_15751706	9.54628187329
NUDT16L1	chr16_4743693	4.74525155338
ZBTB43	chr9_129567284	4.52955580226
SP2	chr17_45973515	2.23443373983
SLFN12	chr17_33760195	9.92549351066
ACYP2	chr2_54342409	10.3953310068
PLXNA4	chr7_132333447	13.1995495256
RPL30	chr8_99057818	5.11187862052
NAA11	chr4_80247171	10.8252422417
QKI	chr6_163835674	1.08821633891
NAE1	chr16_66864879	5.9346022851
CDC42EP1	chr22_37956470	2.41666247493
RPS6KA2	chr6_167275771	13.6385054599
BST1	chr4_15704572	8.86034951608
YOD1	chr1_207224422	5.91483794948
SGK1	chr6_134497070	5.59492583659
ATRIP	chr3_48488496	6.91239135554
ARHGAP11A	chr15_32907344	3.33909082742
SLC22A3	chr6_160769404	11.6559276041
NRL	chr14_24553832	17.6010927539
TSPAN8	chr12_71551779	12.4904733552
LYPD1	chr2_133428481	9.10441101108
OBP2A	chr9_138437984	17.0090170244
RBM33	chr7_155437202	7.91145428309
HIVEP3	chr1_42501596	3.77935640697
SMYD4	chr17_1733175	6.06557936763
SLC3A1	chr2_44502596	13.9829749959
ERF	chr19_42758787	5.74638627903
HMGN2	chr1_26798901	1.79011018828
PEX5	chr12_7342281	4.54725327382
TTC9	chr14_71108503	6.3587160698
OLIG2	chr21_34398215	8.49858052315
HIST2H2BE	chr1_149858232	5.04493212353
FGB	chr4_155484131	15.0541867158
ZBBX	chr3_167098085	12.3938034528
SULT1C2	chr2_108905094	10.5005385559
LYSMD3	chr5_89825401	1.96586341223
MRPL34	chr19_17416476	5.43771039143
PEAR1	chr1_156863522	5.96298358785
CCDC137	chr17_79633760	2.95901848294
S100A13	chr1_153606568	4.37059166098
RUFY1	chr5_178977561	3.55195725529
MPP3	chr17_41910547	7.06168624325
CEACAM21	chr19_42055885	11.6166028021
AQP1	chr7_30961104	13.852875309
SSH1	chr12_109251359	3.30475075403
YOD1	chr1_207226325	6.65827251701
MTHFD1	chr14_64854758	2.85587061716
CLRN2	chr4_17516787	13.6263601025
KCNMB3	chr3_178969645	16.8278989085
SPG20	chr13_36944317	14.8732983967
SNAPC2	chr19_7985866	0.816012896224
ACOT12	chr5_80689988	8.08178837525
NHLH2	chr1_116383333	15.3700757716
USP45	chr6_99963252	9.95813292558
TMEM179	chr14_105071097	11.4485496665
FAM63A	chr1_150979385	6.10151905147
ARHGAP31	chr3_119013219	6.99993255105
GPR85	chr7_112727833	15.0215861973
OSTF1	chr9_77703397	3.88256263251
COQ2	chr4_84206067	5.32105746958
UQCR10	chr22_30163357	4.68353068213
CUL4A	chr13_113863818	2.84952821093
MRGPRG	chr11_3240043	9.45006269054
PRR16	chr5_119867158	14.2730119002
RIOK2	chr5_96519005	6.57598577662
PNPLA7	chr9_140445021	7.86794041517
FAM180A	chr7_135433594	14.6700844313
RNF41	chr12_56615753	3.6859998293
ZFAT	chr8_135725292	2.42576230925
OLFM1	chr9_137967102	9.19464162066
GLRX2	chr1_193075244	11.5995400631
EXOSC9	chr4_122722471	4.17990618065
BIRC5	chr17_76210276	5.25413173328
ACOT2	chr14_74034323	12.4527877422
SMARCA4	chr19_11094827	9.20776123949
SRCAP	chr16_30710461	6.24508353712
KANK1	chr9_504694	5.69886577099
STAP1	chr4_68424445	7.82098701528
POMT1	chr9_134378288	7.45771746656
SPRR4	chr1_152943128	14.2879521651
CYTL1	chr4_5021197	11.4060257881
MIF	chr22_24236564	3.47783353634
SYNE1	chr6_152958534	11.1101174093
SCN3B	chr11_123525315	10.113081437
CCDC93	chr2_118771739	4.04483347444
CRIPAK	chr4_1385339	16.7875696151
NAT8	chr2_73869537	14.6904166092
CRYAB	chr11_111783937	7.32598354186
GYPC	chr2_127413510	13.6719849981
POM121	chr7_72349905	6.60783912452
SMG6	chr17_2140141	8.45267834457
UNKL	chr16_1429684	4.97067084144
TMEM206	chr1_212588243	7.25432726771
RDH16	chr12_57351418	12.7385359029
KIAA0895	chr7_36406850	3.74030615763
ANKMY1	chr2_241500527	3.07365967538
DTNBP1	chr6_15663289	5.62622248762
COL9A1	chr6_71012786	15.7200714737
TMC8	chr17_76126858	8.51297838579
PNOC	chr8_28174648	13.4206632943
ZNF416	chr19_58090243	6.9077387594
CGB2	chr19_49535129	11.9551234359
MED6	chr14_71067407	7.31316061169
HOMER3	chr19_19049858	12.3131775213
TAGAP	chr6_159463385	11.6453750467
INF2	chr14_105155942	6.7739425151
LYZL1	chr10_29577989	16.7746633418
LMO7	chr13_76194569	17.4567587845
PEPD	chr19_34012799	8.04423048331
REL	chr2_61108629	1.50575008803
ACER1	chr19_6333640	11.6561432434
ACHE	chr7_100493754	7.49232977566
SEPT8	chr5_132113067	12.4016306467
PKMYT1	chr16_3030540	4.48759626234
FYB	chr5_39270759	10.1743314924
ARMC7	chr17_73106046	2.68774537715
OTOP1	chr4_4228621	17.9919469087
SIK3	chr11_116969131	2.14226804794
LYPD5	chr19_44304181	15.1792675875
COBLL1	chr2_165698678	6.99242040281
FOLH1B	chr11_89392464	11.9726022541
SETD4	chr21_37432662	5.50572492364
KLRC1	chr12_10607215	13.6329586103
HAX1	chr1_154245038	6.79844571239
ITGB3BP	chr1_63988944	7.77063056103
N4BP2L2	chr13_33113022	3.45644475582
IRX2	chr5_2751769	4.24355751192
TCF4	chr18_53089723	9.46058441455
FAM180B	chr11_47608229	16.6778988128
THUMPD3	chr3_9404716	8.18432805295
CNDP2	chr18_72166822	9.90359728186
SGK1	chr6_134496034	4.99298418875
IGFBP3	chr7_45960871	9.9332145706
RPS3	chr11_75110534	4.04172909526
AES	chr19_3062964	6.95318362381
PLXNC1	chr12_94656296	13.5308871193
ANGEL1	chr14_77279283	6.06659914379
ARID1B	chr6_157099063	1.7489191161
KIAA0907	chr1_155904233	2.76948382478
TTLL10	chr1_1115076	9.0532989081
CCL17	chr16_57438678	11.9731960715
RASSF1	chr3_50378367	7.29904909412
SDR16C5	chr8_57233241	8.80730425768
SPOP	chr17_47755525	1.3838770522
PLEKHG5	chr1_6551761	17.0888348612
C6orf99	chr6_159309618	14.9877068495
ANXA10	chr4_169013687	12.1484488967
DNASE2B	chr1_84874033	14.1647461159
DERL3	chr22_24181199	8.46179939953
MTSS1	chr8_125740748	5.6572415665
GDNF	chr5_37839782	11.0852032023
AKAP11	chr13_42846288	2.84870256675
ARAP1	chr11_72433403	4.13793912722
STXBP1	chr9_130374485	4.86838084259
PRDM2	chr1_14031349	11.8029928089
LIMCH1	chr4_41614788	17.1876252409
POLR2B	chr4_57844805	9.65338412883
SEC31A	chr4_83812335	4.07717390526
GABBR2	chr9_101471479	9.86037143378
CCKAR	chr4_26492042	14.0118574673
ITGB6	chr2_161056824	12.9764857997
CIDEC	chr3_9921938	15.434999318
TPPP	chr5_693510	2.49747313939
TMEM169	chr2_216946588	5.26996459532
ING5	chr2_242641455	1.10722488467
BAG5	chr14_104028655	7.53722614239
SCRN1	chr7_30029734	10.6735565962
PHF20	chr20_34359922	2.18407003251
SLC7A4	chr22_21386847	8.25757397776
CYP4Z1	chr1_47533159	17.4351059718
EIF5A	chr17_7210855	1.92746680433
MECOM	chr3_168864093	11.4259197323
DDX19B	chr16_70328735	12.3021832619
IL17RA	chr22_17565848	4.5046233572
TNPO2	chr19_12834810	9.64952504334
TMEM30B	chr14_61748530	11.8449367903
MPPE1	chr18_11908796	7.4801360284
NSUN5	chr7_72722864	7.13324804734
RAB5C	chr17_40307062	3.14840923188
MOXD1	chr6_132722673	7.45294225248
GREM2	chr1_240775462	10.1568293792
CPS1	chr2_211342405	13.1802198721
CHRM5	chr15_34261088	16.6905680758
TECTB	chr10_114043413	14.0742759513
REM1	chr20_30063090	11.1086945103
SMARCD3	chr7_150945749	10.2126357002
TEAD3	chr6_35464861	3.93272247726
EFEMP2	chr11_65640405	4.38197143472
MOAP1	chr14_93651249	5.2450865988
CLDN18	chr3_137729005	11.8014005139
RFXANK	chr19_19303574	1.62489904226
FOXP2	chr7_114055051	11.1754889328
SYDE2	chr1_85666728	7.66299448087
C9orf3	chr9_97488950	5.84697562347
HIST1H3B	chr6_26032288	7.4640748897
RBM43	chr2_152118389	7.06196212735
CDK6	chr7_92463231	7.00056879648
RNF34	chr12_121837885	3.49934375253
LIPT1	chr2_99771536	4.93099614618
MANEAL	chr1_38261159	9.17173628957
SPACA1	chr6_88757506	10.0506742051
ZNF285	chr19_44905777	9.27306215979
LSM12	chr17_42144987	11.0140960247
MAF	chr16_79634622	11.1589228739
OR10G9	chr11_123893719	14.7690992313
CHRM1	chr11_62689012	12.2051520753
ITPR1	chr3_4535031	4.14885201299
SYNGR3	chr16_2039945	5.0808340558
POLR2A	chr17_7387697	1.28854725252
MRPS18C	chr4_84377084	3.28994533577
ATP2C2	chr16_84440193	19.5281990212
DMRT2	chr9_1050353	12.5325706133
TCP10	chr6_167797998	15.0189067355
KCNK6	chr19_38810483	8.93694473244
IRS2	chr13_110438914	2.06838214201
C1QL4	chr12_49730971	10.1146630387
CLEC18A	chr16_69984607	19.1320038167
SART1	chr11_65729159	3.7436560101
TNNT2	chr1_201346828	11.6377149156
ZNF200	chr16_3285457	7.02539360725
USP39	chr2_85843214	4.9239011877
OR5R1	chr11_56185708	14.3943694426
CCND1	chr11_69455872	8.93509557671
CHERP	chr19_16653263	9.05286688828
MINPP1	chr10_89264222	14.9766434891
PEX1	chr7_92157845	4.89653432127
SAMD13	chr1_84764048	10.200289382
WDR82	chr3_52312659	5.76649597034
TAF4	chr20_60640866	3.29793430809
OR4D11	chr11_59271048	17.0150052781
SLC5A2	chr16_31494438	13.4876456948
ING1	chr13_111364969	3.79347862324
CFLAR	chr2_201980876	7.77277127448
RANBP17	chr5_170288885	3.65558578688
UHRF1	chr19_4910378	4.94230599708
DDX19B	chr16_70333061	9.95587230848
CYP4F12	chr19_15783827	11.8090250571
CBWD3	chr9_70856860	9.71479687398
C3orf38	chr3_88198892	8.55896087706
TMEM204	chr16_1583657	13.6981960267
CYP21A2	chr6_32006092	11.9081451767
TGOLN2	chr2_85555419	8.11441680405
PRDM9	chr5_23507717	8.23871415881
SVOPL	chr7_138363790	20.2031042565
VPS72	chr1_151162689	6.42606793719
SLC24A4	chr14_92788924	11.7295637292
CPS1	chr2_211421322	15.918830936
SS18	chr18_23670611	7.19270812103
ZFP90	chr16_68573115	9.5022049338
MYO1B	chr2_192110106	7.51809788892
ENOX1	chr13_44361116	8.15571241495
FAM160B1	chr10_116581502	2.48558641515
ABHD14B	chr3_52008646	6.87177045823
FRRS1	chr1_100231349	25.8708526855
POLR1A	chr2_86333278	6.45617650728
RRAD	chr16_66959439	10.9966767342
INPP5F	chr10_121578768	15.5634850535
TUBG1	chr17_40761357	5.45758656263
STAMBP	chr2_74056042	6.60267878977
GCNT2	chr6_10555948	11.2687579691
RPLP0	chr12_120639014	3.02308555312
SLC22A16	chr6_110797844	5.37920108419
DCUN1D1	chr3_182698389	3.08884190929
NOL4	chr18_31802434	12.0684668912
EXOSC8	chr13_37574677	5.68821650302
CALR	chr19_13049413	2.21998268274
ATP2B2	chr3_10547268	10.0463447861
ADCY4	chr14_24804277	9.22635076903
FABP2	chr4_120243316	16.2938418489
ITIH5	chr10_7661636	14.9494370249
TBC1D3	chr17_36284004	43.3251705018
HTATIP2	chr11_20385686	6.96213563205
ITGB1BP1	chr2_9563643	6.67586078522
GRIA1	chr5_152870856	11.5847750626
DMBX1	chr1_46972667	13.1702448152
NOP14	chr4_2965233	1.52534957834
POLR1D	chr13_28194879	3.57522292612
KIAA1586	chr6_56911329	8.49716603517
CTNNA2	chr2_79750308	13.3332385544
MGAT5	chr2_135011829	12.5935513086
KIAA0319L	chr1_36023037	4.56434230377
KRTAP12-1	chr21_46102078	13.6450868502
DHRS9	chr2_169923544	11.5789173519
OR5AC2	chr3_97806016	15.9983510771
ABHD8	chr19_17414282	6.46379667975
ZNF443	chr19_12551926	5.47291795796
SOS2	chr14_50698099	3.35906454924
TMCC2	chr1_205225328	8.9800609807
CLPTM1L	chr5_1345002	2.5511437656
CXXC4	chr4_105416058	7.27326361913
FOXA2	chr20_22565101	6.80118996585
LAPTM4A	chr2_20251789	5.26670811288
RGS12	chr4_3371723	12.0706235903
GPR89A	chr1_145827103	6.39721914734
EIF3C	chr16_28437775	13.2519277945
AFM	chr4_74347461	14.272607953
CELA3A	chr1_22328148	12.8873526231
NBL1	chr1_19969902	12.4354571719
TAGLN3	chr3_111717585	10.1424035169
CD1E	chr1_158323485	10.9557337243
CCDC85B	chr11_65657874	7.84570942022
FGFR1OP	chr6_167412804	4.85810865584
NDUFV3	chr21_44313377	2.38174504577
KIAA1217	chr10_24755433	18.5430129843
GSK3B	chr3_119813264	4.73802227109
KLF2	chr19_16435650	2.13089830542
PAK7	chr20_9819687	10.0241014894
ASTE1	chr3_130745698	5.48878680716
PHACTR3	chr20_58179601	6.90511337939
KRTAP10-8	chr21_46031995	14.4904368752
PROM1	chr4_16085623	10.6327042875
KLHL5	chr4_39063851	17.8300688676
BDNF	chr11_27722035	27.1512467348
SENP3	chr17_7465308	4.07623535286
HECW2	chr2_197226848	12.5418500214
PLEKHG6	chr12_6419601	10.2803127998
RRAS2	chr11_14380730	7.26084532324
DUSP28	chr2_241499470	7.00532667418
MZF1	chr19_59084942	2.36877076412
HNRNPH3	chr10_70091767	2.86570109156
TSHB	chr1_115576566	15.9737578662
RUSC1	chr1_155293727	3.14414546252
FBXO32	chr8_124544383	15.4974783204
DYNLT1	chr6_159065818	5.70824098903
AMPD2	chr1_110166609	10.8166109551
EDARADD	chr1_236557679	15.9074976003
CAPG	chr2_85637820	8.93469771845
SDF4	chr1_1167447	1.60368464767
NMUR1	chr2_232395182	4.06402182625
HABP2	chr10_115312777	14.9170897358
SIGIRR	chr11_417397	7.84793754129
GSTK1	chr7_142960521	6.61646668577
USP24	chr1_55681039	6.50550693567
SLC1A6	chr19_15121455	17.2924318866
FBXO39	chr17_6679551	10.4440145731
POU4F3	chr5_145718586	11.2545441288
PSMD4	chr1_151227196	4.29832544243
PSMD6	chr3_64009148	7.66629684728
H1FX	chr3_129035120	8.51010477151
TGFB3	chr14_76448365	6.49657251967
FADS6	chr17_72889909	12.3019199139
FRMD5	chr15_44487492	9.60629831786
STAU2	chr8_74659162	1.06566283
UBB	chr17_16284110	3.86564175757
VGLL2	chr6_117586720	6.02900811123
CYP2C8	chr10_96829254	14.9185874166
JOSD2	chr19_51014416	6.56679124223
CEBPB	chr20_48807119	4.28548883482
DRAM1	chr12_102271104	6.16257241898
AK4	chr1_65613849	8.32605588218
BAD	chr11_64052176	5.08223805625
IFT57	chr3_107941417	2.72184258127
RIN3	chr14_92980124	8.51415140877
CLCC1	chr1_109506121	5.52172492719
PTPRR	chr12_71182710	14.3072694796
DKK2	chr4_107957453	10.3967934584
C8G	chr9_139839697	3.40472303806
SLC26A5	chr7_103083658	15.6485368732
TSHZ3	chr19_31840190	6.42472977674
ZNF419	chr19_57999078	10.1841260149
FAM170A	chr5_118965253	14.5723970278
MBTPS1	chr16_84150548	3.42686921805
PRKAR2B	chr7_106685177	2.61854525397
USP54	chr10_75335433	15.0181495507
DMWD	chr19_46296060	4.00613332679
OGDHL	chr10_50970425	7.91548831477
GTF2H5	chr6_158589378	4.58958774105
MDM1	chr12_68726161	3.37155434623
FURIN	chr15_91416107	8.66892108288
NPRL3	chr16_188697	1.42049331739
TJAP1	chr6_43445260	7.42891097898
KRTAP23-1	chr21_31720924	12.7937405078
PTPN23	chr3_47422471	3.03989327681
OR1G1	chr17_3030845	13.7498324081
SEMA6D	chr15_48010685	8.05611999805
FGFBP2	chr4_15964859	12.3169873176
UBE2G1	chr17_4269969	4.08403819005
RLN2	chr9_5304611	10.7732550864
ATP1A4	chr1_160147200	14.4357440708
DPY19L3	chr19_32896654	4.67158474651
BRD1	chr22_50221196	1.2289345929
PRDM8	chr4_81106423	13.2221828352
ZBTB7C	chr18_45663680	11.6934085242
TBCD	chr17_80709939	6.24998958219
LMOD2	chr7_123295860	14.1253465885
CNN2	chr19_1026273	7.17253878685
CUTC	chr10_101491957	2.63081951935
HSH2D	chr19_16244837	14.6240913804
RBM38	chr20_55966453	1.38054810147
FAM20A	chr17_66597095	10.9393880091
TMEM147	chr19_36036501	5.77266765014
S100A7L2	chr1_153412503	15.3764049855
HPR	chr16_72097124	13.0819240622
GBA3	chr4_22694536	14.8613844984
ZIC4	chr3_147124596	9.67534303939
FSTL3	chr19_676388	1.43175438355
KCNQ2	chr20_62103993	5.59523094963
CIRBP	chr19_1269264	2.62947199287
CYP2S1	chr19_41699111	10.1199852632
HIVEP3	chr1_42384496	10.6015406381
CTSF	chr11_66336047	8.22990115303
RSBN1	chr1_114355098	4.75668390935
CIRBP	chr19_1269266	2.62258855834
FBXO7	chr22_32871223	4.3849848527
ST3GAL6	chr3_98451079	13.7382831682
PDZRN3	chr3_73483147	13.5987605522
PPP1R12A	chr12_80328978	3.3934516322
JAKMIP2	chr5_147162411	11.1569795519
AKAP9	chr7_91570188	4.63091314095
NPM1	chr5_170814707	4.98131631174
RALA	chr7_39663151	5.31936330162
C1orf111	chr1_162346644	16.1504478571
ARHGEF18	chr19_7459998	4.0408673551
NOXO1	chr16_2031550	11.7537042417
SLC35A3	chr1_100435991	6.94650854773
CDV3	chr3_133292433	1.62434006469
PAK6	chr15_40509628	4.21565857543
RPN2	chr20_35807455	2.86500728974
EPB41L4B	chr9_112083244	4.62081430816
EIF3K	chr19_39109713	3.68096647074
HSF4	chr16_67197287	8.30423952253
SLC26A6	chr3_48671279	11.0315575085
KBTBD2	chr7_32931468	2.03506338783
HOXA3	chr7_27166639	13.2559818607
RAB40C	chr16_640172	0.197216585061
SLC39A4	chr8_145638975	6.04684938287
RNF145	chr5_158634656	13.7320112226
GPT2	chr16_46919025	8.73322122803
NKD1	chr16_50582240	5.33178584423
HSPA1B	chr6_31795511	3.3311720266
ZCCHC8	chr12_122985620	5.25440701567
RAD17	chr5_68665638	4.22020813452
DALRD3	chr3_49056041	7.72632773001
FHL2	chr2_106015681	10.4444388842
PDIA6	chr2_10978103	13.2248978299
AGAP4	chr10_46349325	16.1799777052
RPS15A	chr16_18801656	8.23787955045
